retro_native_rank	supplier_id	consumer_id	supplier_name	consumer_name	supplier_family	consumer_family	score	supplier_is_retro50	consumer_is_retro50	legacy_policy_eligible	new_same_parent_family_expansion	candidate_origin	r386_disposition	r386_raw_native_rank	current_adjudication_state	completed_product_id	needs_fresh_adjudication	interface_matches	addressed_weaknesses	shared_domains
6024	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P095	R047_MORTGAGE_COMPETING_MCRIS	P095 GSSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6025	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P097	R047_MORTGAGE_COMPETING_MCRIS	P097 BDSD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6026	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P098	R047_MORTGAGE_COMPETING_MCRIS	P098 SAHA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6027	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P110	R047_MORTGAGE_COMPETING_MCRIS	P110 MBTS	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,finance,reduction,resilience
6028	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P114	R047_MORTGAGE_COMPETING_MCRIS	P114 HPAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6029	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P115	R047_MORTGAGE_COMPETING_MCRIS	P115 PAAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6030	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P117	R047_MORTGAGE_COMPETING_MCRIS	P117 MFAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6031	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P119	R047_MORTGAGE_COMPETING_MCRIS	P119 RAPT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6032	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P122	R047_MORTGAGE_COMPETING_MCRIS	P122 CAGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6033	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P123	R047_MORTGAGE_COMPETING_MCRIS	P123 SCGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6034	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P125	R047_MORTGAGE_COMPETING_MCRIS	P125 MIGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6035	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P126	R047_MORTGAGE_COMPETING_MCRIS	P126 TRGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6036	PARENT:R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY:P131	R047_MORTGAGE_COMPETING_MCRIS	P131 OCMA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6037	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K016	R047_MORTGAGE_COMPETING_MCRIS	BoundaryAccessibilityRankerV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6038	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K019	R047_MORTGAGE_COMPETING_MCRIS	EffectiveDiversityGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6039	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K021	R047_MORTGAGE_COMPETING_MCRIS	LieTransientReachabilityGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6040	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K044	R047_MORTGAGE_COMPETING_MCRIS	ReachableSubspaceAuditV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6041	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K051	R047_MORTGAGE_COMPETING_MCRIS	TreatmentConfounderFeedbackGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6042	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K060	R047_MORTGAGE_COMPETING_MCRIS	EndogenousHotspotGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6043	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K063	R047_MORTGAGE_COMPETING_MCRIS	SolverCertificateAuditV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6044	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K064	R047_MORTGAGE_COMPETING_MCRIS	StrategicCapacityResponseGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6045	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K072	R047_MORTGAGE_COMPETING_MCRIS	EffectiveRedundancyAuditV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6046	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K075	R047_MORTGAGE_COMPETING_MCRIS	ScreeningByDegradationAuditV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6047	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K077	R047_MORTGAGE_COMPETING_MCRIS	SacrificialDeflectionGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6048	PARENT:R047_MORTGAGE_COMPETING_MCRIS	LCB-K081	R047_MORTGAGE_COMPETING_MCRIS	ObservationPolicyConfoundingGuardV0	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6049	PARENT:R049_S096_S803_MLHPE	FOUNDRY:P009	R049_S096_S803_MLHPE	P009 URAI	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6050	PARENT:R049_S096_S803_MLHPE	FOUNDRY:P021	R049_S096_S803_MLHPE	P021 MRIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6051	PARENT:R049_S096_S803_MLHPE	FOUNDRY:P070	R049_S096_S803_MLHPE	P070 UTIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6052	PARENT:R049_S096_S803_MLHPE	FOUNDRY:P074	R049_S096_S803_MLHPE	P074 PBIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6053	PARENT:R049_S096_S803_MLHPE	LCB-R50-039	R049_S096_S803_MLHPE	constraint-preserving conditional fiber sampling	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6054	PARENT:R049_S096_S803_MLHPE	LCB-R50-067	R049_S096_S803_MLHPE	future-equivalence representative-state dynamic programming	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6055	PARENT:R049_S096_S803_MLHPE	LCB-R50-138	R049_S096_S803_MLHPE	projection/ironing into implementable monotone decision class	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6056	PARENT:R049_S096_S803_MLHPE	LCB-R50-149	R049_S096_S803_MLHPE	overlap-aware marginal allocation	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision,transfer
6057	PARENT:R050_M583_S745_CBAC	FOUNDRY:P010	R050_M583_S745_CBAC	P010 DPHO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	calibration,uncertainty
6058	PARENT:R050_M583_S745_CBAC	LCB-R50-149	R050_M583_S745_CBAC	overlap-aware marginal allocation	FOUNDRY_PARENT	LCB_KERNEL	16.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	calibration,transfer,uncertainty
6059	FOUNDRY:P009	PARENT:R024_M423_M426_BRED	P009 URAI	R024_M423_M426_BRED	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	uncertainty
6060	FOUNDRY:P009	PARENT:R037_SUPPORT_COVARIANCE_SACPS	P009 URAI	R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6061	FOUNDRY:P009	PARENT:R038_DECISION_HEDGE_DHCC	P009 URAI	R038_DECISION_HEDGE_DHCC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6062	FOUNDRY:P009	PARENT:R040_M147_SALC	P009 URAI	R040_M147_SALC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6063	FOUNDRY:P011	PARENT:R001_C313_BPISD	P011 IDLG	R001_C313_BPISD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6064	FOUNDRY:P011	PARENT:R005_P572_SLERM	P011 IDLG	R005_P572_SLERM	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6065	FOUNDRY:P011	PARENT:R027_S426_S427_MIFF	P011 IDLG	R027_S426_S427_MIFF	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6066	FOUNDRY:P011	PARENT:R033_M420_OASRD	P011 IDLG	R033_M420_OASRD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6067	FOUNDRY:P011	PARENT:R034_P435_RSPI	P011 IDLG	R034_P435_RSPI	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6068	FOUNDRY:P011	PARENT:R039_DECISION_BELIEF_DSBC	P011 IDLG	R039_DECISION_BELIEF_DSBC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6069	FOUNDRY:P011	PARENT:R040_M147_SALC	P011 IDLG	R040_M147_SALC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6070	FOUNDRY:P011	PARENT:R042_PREDICTIVE_STATE_PSCT	P011 IDLG	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6071	FOUNDRY:P021	PARENT:R024_M423_M426_BRED	P021 MRIA	R024_M423_M426_BRED	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	uncertainty
6072	FOUNDRY:P022	PARENT:R008_E612_E613_LGID	P022 AFHA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6073	FOUNDRY:P024	PARENT:R001_C313_BPISD	P024 TFRD	R001_C313_BPISD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6074	FOUNDRY:P024	PARENT:R005_P572_SLERM	P024 TFRD	R005_P572_SLERM	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6075	FOUNDRY:P024	PARENT:R027_S426_S427_MIFF	P024 TFRD	R027_S426_S427_MIFF	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6076	FOUNDRY:P024	PARENT:R033_M420_OASRD	P024 TFRD	R033_M420_OASRD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6077	FOUNDRY:P024	PARENT:R034_P435_RSPI	P024 TFRD	R034_P435_RSPI	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6078	FOUNDRY:P024	PARENT:R039_DECISION_BELIEF_DSBC	P024 TFRD	R039_DECISION_BELIEF_DSBC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6079	FOUNDRY:P024	PARENT:R040_M147_SALC	P024 TFRD	R040_M147_SALC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6080	FOUNDRY:P024	PARENT:R042_PREDICTIVE_STATE_PSCT	P024 TFRD	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6081	FOUNDRY:P024	PARENT:R047_MORTGAGE_COMPETING_MCRIS	P024 TFRD	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6082	FOUNDRY:P029	PARENT:R003_C333_RIC	P029 RATR	R003_C333_RIC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6083	FOUNDRY:P029	PARENT:R007_C349_BICC	P029 RATR	R007_C349_BICC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6084	FOUNDRY:P029	PARENT:R008_E612_E613_LGID	P029 RATR	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6085	FOUNDRY:P029	PARENT:R013_C376_OWNM	P029 RATR	R013_C376_OWNM	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6086	FOUNDRY:P029	PARENT:R014_S781_S792_ACSA	P029 RATR	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6087	FOUNDRY:P029	PARENT:R018_M866_M880_MCSC	P029 RATR	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6088	FOUNDRY:P029	PARENT:R045_TARGET_MEMORY_ATRC	P029 RATR	R045_TARGET_MEMORY_ATRC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		
6089	FOUNDRY:P051	PARENT:R008_E612_E613_LGID	P051 ICHA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6090	FOUNDRY:P051	PARENT:R041_CONSTRAINED_POLICY_CAPL	P051 ICHA	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6091	FOUNDRY:P053	PARENT:R008_E612_E613_LGID	P053 GWDA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6092	FOUNDRY:P054	PARENT:R020_P848_P851_SCCRT	P054 MCSA	R020_P848_P851_SCCRT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision
6093	FOUNDRY:P055	PARENT:R008_E612_E613_LGID	P055 SLHA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6094	FOUNDRY:P055	PARENT:R041_CONSTRAINED_POLICY_CAPL	P055 SLHA	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6095	FOUNDRY:P069	PARENT:R008_E612_E613_LGID	P069 PSHA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6096	FOUNDRY:P069	PARENT:R041_CONSTRAINED_POLICY_CAPL	P069 PSHA	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6097	FOUNDRY:P070	PARENT:R024_M423_M426_BRED	P070 UTIA	R024_M423_M426_BRED	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	uncertainty
6098	FOUNDRY:P070	PARENT:R037_SUPPORT_COVARIANCE_SACPS	P070 UTIA	R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6099	FOUNDRY:P070	PARENT:R038_DECISION_HEDGE_DHCC	P070 UTIA	R038_DECISION_HEDGE_DHCC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6100	FOUNDRY:P073	PARENT:R001_C313_BPISD	P073 FCDL	R001_C313_BPISD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6101	FOUNDRY:P073	PARENT:R005_P572_SLERM	P073 FCDL	R005_P572_SLERM	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6102	FOUNDRY:P073	PARENT:R027_S426_S427_MIFF	P073 FCDL	R027_S426_S427_MIFF	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6103	FOUNDRY:P073	PARENT:R033_M420_OASRD	P073 FCDL	R033_M420_OASRD	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6104	FOUNDRY:P073	PARENT:R034_P435_RSPI	P073 FCDL	R034_P435_RSPI	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6105	FOUNDRY:P073	PARENT:R039_DECISION_BELIEF_DSBC	P073 FCDL	R039_DECISION_BELIEF_DSBC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6106	FOUNDRY:P073	PARENT:R040_M147_SALC	P073 FCDL	R040_M147_SALC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6107	FOUNDRY:P073	PARENT:R041_CONSTRAINED_POLICY_CAPL	P073 FCDL	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration,decision
6108	FOUNDRY:P073	PARENT:R042_PREDICTIVE_STATE_PSCT	P073 FCDL	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6109	FOUNDRY:P073	PARENT:R047_MORTGAGE_COMPETING_MCRIS	P073 FCDL	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
6110	FOUNDRY:P074	PARENT:R024_M423_M426_BRED	P074 PBIA	R024_M423_M426_BRED	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		uncertainty	uncertainty
6111	FOUNDRY:P074	PARENT:R037_SUPPORT_COVARIANCE_SACPS	P074 PBIA	R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6112	FOUNDRY:P074	PARENT:R038_DECISION_HEDGE_DHCC	P074 PBIA	R038_DECISION_HEDGE_DHCC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6113	FOUNDRY:P106	PARENT:R008_E612_E613_LGID	P106 RCHA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6114	FOUNDRY:P106	PARENT:R041_CONSTRAINED_POLICY_CAPL	P106 RCHA	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6115	FOUNDRY:P107	PARENT:R008_E612_E613_LGID	P107 LDLA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6116	FOUNDRY:P111	PARENT:R023_M421_M428_CORMA	P111 LVAI	R023_M421_M428_CORMA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision
6117	FOUNDRY:P111	PARENT:R040_M147_SALC	P111 LVAI	R040_M147_SALC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,uncertainty
6118	FOUNDRY:P111	PARENT:R047_MORTGAGE_COMPETING_MCRIS	P111 LVAI	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		decision,finance
6119	FOUNDRY:P113	PARENT:R008_E612_E613_LGID	P113 QDLA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration
6120	LCB-K001	PARENT:R028_S418_S439_TDSX	ClosureFinderV0	R028_S418_S439_TDSX	LCB_KERNEL	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision
6121	LCB-K001	PARENT:R037_SUPPORT_COVARIANCE_SACPS	ClosureFinderV0	R037_SUPPORT_COVARIANCE_SACPS	LCB_KERNEL	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision
6122	LCB-K001	PARENT:R038_DECISION_HEDGE_DHCC	ClosureFinderV0	R038_DECISION_HEDGE_DHCC	LCB_KERNEL	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision
6123	LCB-K001	PARENT:R041_CONSTRAINED_POLICY_CAPL	ClosureFinderV0	R041_CONSTRAINED_POLICY_CAPL	LCB_KERNEL	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision
6124	LCB-K001	PARENT:R044_DECISION_LOSS_DLEW	ClosureFinderV0	R044_DECISION_LOSS_DLEW	LCB_KERNEL	FOUNDRY_PARENT	15.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision
