im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-308	ESTIMATE A NUISANCE MODEL ON DIFFERENT DATA FROM THE DATA USED TO EVALUATE ITS TARGET SCORE	pre_saturation_registry	S-070	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	S-070:Cross-fitting	S-070:Sample splitting			structural_relation	estimation_learning	generic	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-070 Cross-fitting: Estimate nuisance components on other observations so self-fitting contamination is reduced		HIGH	S
IM-309	ONCE DATA WERE USED TO CHOOSE WHAT TO TEST, THE VALID REFERENCE LAW MUST ACCOUNT FOR THAT SELECTION EVENT	pre_saturation_registry	S-241; S-242	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	S-241:Selective inference | S-242:Post-selection interval	S-241:Selection event | S-242:Model selection			select	observation_measurement;certificate_validation	generic	static/unspecified	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-241 Selective inference: Data’ya bakıp hypothesis/model seçtiysen inference’ı “bunu seçmiş olma” şartına göre düzelt | S-242 Post-selection interval: “En ilginç görünen coefficient” seçildikten sonra ordinary CI yerine seçim bias’ını içeren interval üret		HIGH_WITH_SUPPORTING_ANCHORS	S
IM-310	BUILD A SYNTHETIC EXCHANGEABLE FAKE TWIN AND LET THE REAL VARIABLE EARN DISCOVERY ONLY BY BEATING ITS TWIN	pre_saturation_registry	S-172; S-489	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	S-172:Knockoffs | S-489:Knockoff+	S-172:Exchangeability construction | S-489:Feature-X/model-X assumptions			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-172 Knockoffs: Gerçek feature’ların sahte ikizlerini üret; gerçek feature ancak ikizinden daha iyi ise seç | S-489 Knockoff+: Real feature’ları dependency-matched fake twins ile yarıştırıp selections içinde FDR kontrol et		HIGH_WITH_SUPPORTING_ANCHORS	S
IM-311	MANY SIGNALS CAN BE INDIVIDUALLY UNDETECTABLE YET COLLECTIVELY DETECTABLE THROUGH A SMALL GLOBAL DISTORTION OF NULL	pre_saturation_registry	S-174	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	S-174:Higher criticism	S-174:Rare/weak regime			detect	observation_measurement;optimization_constraints	distribution;observation/signal	static/unspecified	strategic/informational	passive inference/diagnostic	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	S-174 Higher criticism: Tek tek çok zayıf ama topluca var olan sparse sinyalleri p-value distribution’ın küçük sapmalarından bul		HIGH	S
IM-312	TARGET-SPECIFIC LOCAL CONTAMINATION SENSITIVITY CAN BOTH CORRECT AN ESTIMATE AND DEFINE BEST ACHIEVABLE FIRST-ORDER PRECISION	pre_saturation_registry	S-017; S-121; S-122	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	S-017:Influence function | S-121:Semiparametric efficiency | S-122:Efficient influence function	S-017:Local contamination analysis | S-121:Tangent-space theory | S-122:Regular models			structural_relation	estimation_learning;robustness_error	generic	static/unspecified	unspecified	passive inference/diagnostic	local	automatic first-pass from canonical family text; manual audit before hard exclusion	S-017 Influence function: Ask how much the estimator moves if an infinitesimal amount of contamination is added here | S-121 Semiparametric efficiency: Her şeyi parametrize etmeden target için mümkün olan en düşük asymptotic variance’ı bul | S-122 Efficient influence function: Küçük data contamination’ın target’ı nasıl oynattığını temsil eden en iyi local direction’ı bul		HIGH_WITH_SUPPORTING_ANCHORS	S
IM-313	SYMMETRY CAN CERTIFY A CONSERVED QUANTITY	saturation_pass_survivor	P-015	exact source ids preserved in saturation file	P-015:Noether mechanism	P-015:Action/Lagrangian symmetry	IM-139	Conservation is not assumed; a continuous symmetry generates the invariant.	certify→conserve	certificate_validation	generic	static/unspecified	unspecified	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	P
IM-314	NONLINEAR STATE DYNAMICS CAN BECOME LINEAR IN A LIFTED OBSERVABLE SPACE	saturation_pass_survivor	M-401	exact source ids preserved in saturation file	M-401:Koopman operator	M-401:Deterministic dynamics + observable space	IM-254	Changes the state representation so nonlinear evolution is carried by a linear observable operator.	structural_relation	representation;observation_measurement;dynamics_memory	dynamic-state/path;observation/signal	dynamic	unspecified	passive inference/diagnostic	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-315	AN APPROXIMATE TRAJECTORY CAN CORRESPOND TO A NEARBY TRUE TRAJECTORY	saturation_pass_survivor	M-697	exact source ids preserved in saturation file	M-697:Shadowing lemma	M-697:Hyperbolic regime	IM-041	Hyperbolicity can turn local numerical/path errors into shadowing by a genuine orbit, not merely qualitative robustness.	structural_relation	general_mechanism	dynamic-state/path	dynamic	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-316	DIFFERENT ERROR WAVELENGTHS REQUIRE DIFFERENT RESOLUTION SCALES	saturation_pass_survivor	M-139	exact source ids preserved in saturation file	M-139:Multigrid	M-139:Scale-separated numerical error	IM-037, IM-161	Multigrid removes short-scale and long-scale errors on different grids rather than using one resolution everywhere.	structural_relation	robustness_error	generic	multiscale	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-317	A LOCAL GROWTH INEQUALITY CAN GIVE A GLOBAL FINITE-HORIZON ERROR ENVELOPE	saturation_pass_survivor	M-109	exact source ids preserved in saturation file	M-109:Grönwall inequality	M-109:Integral/differential bound	IM-224	Finite-time deviation propagation can be bounded without solving the full trajectory or proving asymptotic stability.	structural_relation	dynamics_memory;robustness_error;sequential_time	generic	finite-horizon	unspecified	mechanism/structural	bound;local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-318	MANY WEAKLY INFLUENTIAL RANDOM INPUTS CAN FORCE A GLOBAL OUTPUT TO CONCENTRATE	saturation_pass_survivor	M-188; M-621; M-623; M-624; M-625; M-626	exact source ids preserved in saturation file	M-188:Concentration of measure | M-621:McDiarmid bounded-differences inequality | M-623:Gaussian concentration | M-624:Lévy concentration on sphere | M-625:Talagrand convex-distance mechanism | M-626:Tensorization of concentration	M-188:Lipschitz/product-type structure | M-621:Independent inputs + bounded sensitivity | M-623:Gaussian measure | M-624:High-dimensional sphere | M-625:Product spaces | M-626:Product measures	IM-045	Positive structural counterpart to failure of self-averaging: weak local sensitivity plus product/high-dimensional geometry can yield sharp typicality.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-319	RANDOM LOW-DIMENSIONAL COMPRESSION CAN PRESERVE THE GEOMETRY THAT MATTERS	saturation_pass_survivor	M-189; M-637	exact source ids preserved in saturation file	M-189:Johnson–Lindenstrauss | M-637:Oblivious subspace embedding	M-189:Random projection | M-637:Fixed low-dimensional subspace	IM-118, IM-257	A random map can preserve pairwise or subspace lengths while reducing dimension, rather than merely probing directions.	compress	representation	generic	static/unspecified	lossy/garbled	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-320	A FLOW CAN BE DECOMPOSED INTO POTENTIAL, CIRCULATING, AND TOPOLOGICAL COMPONENTS	saturation_pass_survivor	M-497; M-498	exact source ids preserved in saturation file	M-497:Hodge decomposition | M-498:Discrete Hodge decomposition	M-497:Inner-product differential complex | M-498:Oriented graph/complex	IM-226	Separates source-to-sink flow, local cycles, and global harmonic circulation instead of only predictable drift vs surprise.	structural_relation	representation;optimization_constraints;dynamics_memory;network_transport	graph/network;dynamic-state/path;resource/flow	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-321	A CONTINUOUS RELAXATION CAN BECOME EXACTLY DISCRETE UNDER SPECIAL INTEGRAL GEOMETRY	saturation_pass_survivor	M-533; M-534	exact source ids preserved in saturation file	M-533:Total unimodularity | M-534:Network matrix integrality	M-533:Integer matrix structure | M-534:Directed network	IM-052, IM-252	Special constraint matrices make LP vertices integer, so a relaxed optimization solves the discrete problem exactly.	relax	dynamics_memory	dynamic-state/path	dynamic	unspecified	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-322	GENERALIZATION COMPLEXITY CAN BE CONTROLLED BY SHATTERING CAPACITY, NOT NOMINAL PARAMETER COUNT	saturation_pass_survivor	M-589; M-590; M-591; M-592	exact source ids preserved in saturation file	M-589:VC dimension | M-590:Shattering | M-591:Sauer–Shelah mechanism | M-592:Growth function	M-589:Combinatorial complexity | M-590:Set family | M-591:Finite VC dimension | M-592:Combinatorial class	IM-235	Combinatorial ability to realize label patterns, rather than raw parameter count, controls uniform richness.	control	control_decision	action/policy;resource/flow	static/unspecified	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-323	CONTINUOUS DYNAMICS CAN SOMETIMES BE ENCODED BY A DISCRETE SYMBOLIC GRAMMAR	saturation_pass_survivor	M-681; M-686; M-687	exact source ids preserved in saturation file	M-681:Symbolic coding | M-686:Transition-matrix coding | M-687:Markov partition	M-681:Partitioned state space | M-686:Markov symbolic dynamics | M-687:Hyperbolic dynamics	IM-086	A valid partition can preserve dynamical transition structure; this is not observation-induced fake discretization.	structural_relation	dynamics_memory;sequential_time	dynamic-state/path	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-324	A PARTIAL RULE CAN SOMETIMES BE EXTENDED GLOBALLY WITHOUT INCREASING WORST-CASE SENSITIVITY	saturation_pass_survivor	M-855; M-856; M-857	exact source ids preserved in saturation file	M-855:Lipschitz extension | M-856:McShane extension | M-857:Kirszbraun extension	M-855:Partial metric-domain function | M-856:Metric→real maps | M-857:Hilbert spaces	IM-125	Extension preserves a Lipschitz bound rather than merely preserving future extendability.	structural_relation	robustness_error;sequential_time	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-325	MONOTONE POLICY RESPONSE CAN BE CERTIFIED FROM COMPLEMENTARITY/ORDER STRUCTURE WITHOUT RESOLVING EVERY PARAMETER VALUE	saturation_pass_survivor	M-866; M-867; M-869; M-874; M-880	exact source ids preserved in saturation file	M-866:Supermodular function | M-867:Increasing differences | M-869:Topkis monotonicity mechanism | M-874:Monotone argmax correspondence | M-880:Order-based comparative statics	M-866:Complementary coordinates | M-867:Ordered action × parameter | M-869:Lattice optimization | M-874:Set-valued optimization | M-880:Nondifferentiable/discrete optimization	IM-133, IM-162	Increasing differences and order geometry imply monotone movement of optimal choices.	structural_relation	certificate_validation;control_decision	action/policy	static/unspecified	unspecified	active control/decision	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-326	GLOBAL TARGET ERROR SHOULD WEIGHT LOCAL RESIDUALS BY THEIR CONSEQUENCE FOR THE TARGET	saturation_pass_survivor	M-255	exact source ids preserved in saturation file	M-255:Adjoint-weighted residual	M-255:Quantity of interest	IM-178	Adjoint weighting converts local approximation residuals into target-specific error importance.	structural_relation	optimization_constraints;robustness_error	generic	static/unspecified	unspecified	mechanism/structural	certificate/exact;local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-327	RANDOM CONSTRUCTION CAN PROVE THAT A GOOD OBJECT EXISTS WITHOUT EXPLICITLY FINDING IT	saturation_pass_survivor	M-080	exact source ids preserved in saturation file	M-080:Probabilistic method	M-080:Valid random ensemble	IM-076	Positive probability of success is an existence certificate even when constructive search is unavailable.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-328	LOCAL AVERAGING/ELLIPTIC CONSTRAINTS CAN FORCE GLOBAL EXTREMES TO THE BOUNDARY	saturation_pass_survivor	M-028; M-641; M-642	exact source ids preserved in saturation file	M-028:Maximum principle | M-641:Harmonic function | M-642:Mean-value property	M-028:PDE/order structure | M-641:Laplace-type equilibrium | M-642:Harmonic domain	IM-247	Boundary values can bound the whole interior because the interior cannot create an unconstrained new extreme.	bound	certificate_validation;optimization_constraints;network_transport	feasible-set	rare-event	unspecified	mechanism/structural	bound;local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	M
IM-329	BIASED JOINT SHRINKAGE CAN BEAT SEPARATE UNBIASED ESTIMATION OF MANY RELATED TARGETS	saturation_pass_survivor	S-013; S-014; S-062; S-063	exact source ids preserved in saturation file	S-013:Shrinkage | S-014:James–Stein effect | S-062:Hierarchical model | S-063:Partial pooling	S-013:Accept bias to reduce variance | S-014:Particular dimension/loss/model conditions | S-062:Conditional population structure | S-063:Bias-variance exchange	IM-131	Borrowing strength across targets can lower aggregate MSE despite deliberate bias.	structural_relation	estimation_learning;robustness_error;sequential_time	generic	sequential	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-330	RESAMPLING THE EMPIRICAL DATA CAN APPROXIMATE AN ESTIMATOR'S SAMPLING LAW	saturation_pass_survivor	S-015	exact source ids preserved in saturation file	S-015:Bootstrap	S-015:Resampling scheme must mimic data-generating dependence	IM-059	Bootstrap constructs a surrogate repeated-sampling world from the observed empirical distribution.	structural_relation	estimation_learning	generic	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-331	AN EXOGENOUS VARIATION CHANNEL CAN IDENTIFY A CAUSAL EFFECT EVEN WHEN ORDINARY ASSOCIATION IS CONFOUNDED	saturation_pass_survivor	S-027	exact source ids preserved in saturation file	S-027:Instrumental variable	S-027:Exclusion/relevance assumptions	IM-038	Instrumental variation changes treatment while bypassing the direct confounding route to outcome.	identify	identification_causal;network_transport	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-332	DOUBLE DIFFERENCING CAN CANCEL STABLE GROUP DIFFERENCES AND COMMON TIME SHOCKS	saturation_pass_survivor	S-028	exact source ids preserved in saturation file	S-028:Difference-in-differences	S-028:Parallel-trends-type assumption	IM-065	Difference-in-differences removes two nuisance components by a structured before/after × treated/control contrast.	cancel	sequential_time	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-333	A HARD ASSIGNMENT THRESHOLD CAN CREATE A LOCAL COMPARISON THAT IS MUCH CLEANER THAN THE GLOBAL POPULATION	saturation_pass_survivor	S-029	exact source ids preserved in saturation file	S-029:Regression discontinuity	S-029:Continuity/no precise manipulation near cutoff	IM-055	Near a rule cutoff, units on opposite sides can be locally comparable even when global assignment is confounded.	structural_relation	identification_causal	generic	static/unspecified	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-334	AN ACTION CAN HAVE TWO VALUES AT ONCE: CURRENT PAYOFF AND INFORMATION ABOUT FUTURE PAYOFFS	saturation_pass_survivor	S-042; S-043; S-044	exact source ids preserved in saturation file	S-042:Multi-armed bandit | S-043:Thompson sampling | S-044:UCB	S-042:Reward feedback | S-043:Bayesian model | S-044:Concentration assumptions	IM-094, IM-260	Bandit actions trade exploitation against information-producing exploration.	structural_relation	control_decision;information_incentive;sequential_time	action/policy	sequential	strategic/informational	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-335	MEASUREMENT LOCATIONS SHOULD BE CHOSEN TO SHAPE THE INFORMATION GEOMETRY FOR THE TARGET	saturation_pass_survivor	S-048; S-049; S-050	exact source ids preserved in saturation file	S-048:D-optimal design | S-049:A-optimal design | S-050:C-optimal design	S-048:Local/model-based design | S-049:Information-matrix criterion | S-050:Target functional specified	IM-037	D/A/C optimal design chooses observations by volume, average variance, or target-direction information.	measure	observation_measurement;information_incentive	observation/signal	static/unspecified	strategic/informational	information/measurement control	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-336	THE KNOWN RANDOMIZATION MECHANISM CAN ITSELF GENERATE AN EXACT REFERENCE DISTRIBUTION	saturation_pass_survivor	S-149	exact source ids preserved in saturation file	S-149:Randomization inference	S-149:Known randomization	IM-066	Inference can be based directly on the assignment design rather than an approximate outcome model.	structural_relation	observation_measurement	distribution	static/unspecified	unspecified	mechanism/structural	certificate/exact;probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-337	AVERAGING MANY LEARNERS HELPS ONLY TO THE EXTENT THEIR ERRORS ARE NOT COMMON-MODE	saturation_pass_survivor	S-153; S-154	exact source ids preserved in saturation file	S-153:Bagging | S-154:Random forest decorrelation	S-153:Resampling stability | S-154:Ensemble diversity	IM-026, IM-085	Bagging/randomization improves variance by reducing error correlation, not simply by increasing model count.	structural_relation	estimation_learning;robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-338	SEQUENTIAL WEAK LEARNERS CAN BECOME STRONG BY TARGETING THE RESIDUAL LEFT BY EARLIER LEARNERS	saturation_pass_survivor	S-155	exact source ids preserved in saturation file	S-155:Boosting	S-155:Additive learner	IM-278	Each new component is fitted to remaining error, creating an additive correction cascade.	structural_relation	estimation_learning;optimization_constraints;sequential_time	generic	sequential	unspecified	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-339	A SCORE CAN MAKE HONEST PROBABILITY REPORTING OPTIMAL	saturation_pass_survivor	S-159	exact source ids preserved in saturation file	S-159:Proper scoring rule	S-159:Probabilistic forecasts	IM-240	Proper scoring rules encode incentive compatibility directly into forecast evaluation.	structural_relation	optimization_constraints	distribution	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-340	FORECAST ERROR CAN BE SPLIT INTO CALIBRATION, RESOLUTION, AND IRREDUCIBLE UNCERTAINTY	saturation_pass_survivor	S-160	exact source ids preserved in saturation file	S-160:Brier decomposition	S-160:Binary outcome	IM-117	A forecast can be calibrated yet uselessly uninformative; total score hides why performance is good or bad.	split	representation;observation_measurement;estimation_learning;robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-341	WHEN THE THEORETICAL NULL IS CONTAMINATED, THE BULK OF THE DATA CAN BE USED TO RE-ESTIMATE THE NULL BASELINE	saturation_pass_survivor	S-175	exact source ids preserved in saturation file	S-175:Empirical null	S-175:Many-tests structure	IM-059	The reference law itself can be inferred empirically rather than treated as automatically correct.	structural_relation	observation_measurement;estimation_learning	distribution	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-342	REINFORCEMENT PLUS INNOVATION CAN CREATE RICH-GET-RICHER CLUSTERS WHILE STILL ALLOWING NEW CLUSTERS	saturation_pass_survivor	S-182; S-183	exact source ids preserved in saturation file	S-182:Chinese restaurant process | S-183:Pitman–Yor process	S-182:Exchangeable partition | S-183:Discount parameter	IM-156	Existing cluster size raises future attachment probability while a separate mechanism creates new groups.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-343	A VARIABLE KNOWN NOT TO LIE ON THE TARGET CAUSAL PATH CAN STILL BE USED TO EXPOSE OR BRIDGE HIDDEN CONFOUNDING	saturation_pass_survivor	S-349; S-350; S-351; S-352	exact source ids preserved in saturation file	S-349:Negative-control exposure | S-350:Negative-control outcome | S-351:Proximal causal inference | S-352:Bridge function	S-349:Known causal null | S-350:Known causal null | S-351:Completeness/proxy conditions | S-352:Integral-equation identification	IM-087, IM-310	Negative-control/proxy structure learns nuisance dependence without granting the control variable a target causal role.	structural_relation	identification_causal;network_transport	graph/network;latent/information-state	static/unspecified	latent/partial	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-344	WITHIN-UNIT COMPARISONS CAN REMOVE TIME-INVARIANT UNIT-LEVEL CONFOUNDING	saturation_pass_survivor	S-315; S-316	exact source ids preserved in saturation file	S-315:Case-crossover design | S-316:Self-controlled case series	S-315:Transient exposure/effect | S-316:Event-dependent observation assumptions	IM-054	The same unit acts as its own control, conditioning away fixed latent heterogeneity.	structural_relation	identification_causal;sequential_time	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-345	ADD KNOWN MEASUREMENT ERROR ON PURPOSE, LEARN THE BIAS CURVE, THEN EXTRAPOLATE BACK TO ZERO ERROR	saturation_pass_survivor	S-264	exact source ids preserved in saturation file	S-264:SIMEX	S-264:Parametric error mechanism	IM-188	SIMEX deliberately worsens measurement to identify and reverse the error-induced bias trend.	measure	observation_measurement;estimation_learning;robustness_error	observation/signal	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-346	BLOCKWISE ROBUST AGGREGATION CAN CONTROL HEAVY TAILS WITHOUT TRUSTING THE GLOBAL MEAN	saturation_pass_survivor	S-141; S-142	exact source ids preserved in saturation file	S-141:Median-of-means | S-142:Catoni estimator	S-141:Heavy-tail robustness | S-142:Moment assumptions	IM-033	Estimate in groups and robustly aggregate group summaries so a few extreme observations cannot dominate everything.	control	control_decision;robustness_error	action/policy	rare-event	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-347	ENVIRONMENT CHANGES CAN HELP IDENTIFY CAUSAL RELATIONS BY REVEALING WHICH CONDITIONAL LAWS STAY INVARIANT	saturation_pass_survivor	S-235	exact source ids preserved in saturation file	S-235:Invariant causal prediction	S-235:Multiple environments	IM-123	Use shifts as experiments: causal mechanisms should remain stable across environments where noncausal associations move.	identify→condition→reveal	identification_causal;information_incentive	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-348	A COUNTERFACTUAL TRAJECTORY CAN BE CONSTRUCTED AS A WEIGHTED MIXTURE OF MANY IMPERFECT DONOR UNITS	saturation_pass_survivor	S-066	exact source ids preserved in saturation file	S-066:Synthetic control	S-066:Pre-treatment comparability	IM-053	No single control need match; a constrained mixture can reproduce the treated unit's pre-intervention path.	structural_relation	identification_causal	dynamic-state/path	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	S
IM-349	POOLED TERMS CAN DRIVE HIGH-QUALITY TYPES OUT, WHICH LOWERS AVERAGE QUALITY AND TRIGGERS FURTHER EXIT	saturation_pass_survivor	E-114; E-428	exact source ids preserved in saturation file	E-114:Akerlof lemons | E-428:Market for lemons collapse	E-114:Adverse selection feedback | E-428:Hidden quality	IM-028	Selection feeds back through the price/offer itself, producing adverse-selection unraveling.	structural_relation	sequential_time	generic	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-350	AN INFORMED AGENT CAN REVEAL TYPE BY CHOOSING A COSTLY ACTION WHOSE COST DIFFERS ACROSS TYPES	saturation_pass_survivor	E-010; E-115	exact source ids preserved in saturation file	E-010:Signaling | E-115:Spence signaling equilibrium	E-010:Incentive compatibility | E-115:Single-crossing	IM-288	Signaling is sender-side separation through differential costs, distinct from designer-side screening menus.	reveal	control_decision;information_incentive;sequential_time	action/policy	sequential	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-351	EARLY EXIT CAN BECOME SELF-FULFILLING WHEN CLAIMS ARE LIQUID BUT THE ASSET BASE IS NOT	saturation_pass_survivor	E-022; E-096	exact source ids preserved in saturation file	E-022:Bank run | E-096:Diamond–Dybvig maturity transformation	E-022:Strategic complementarity + liquidity transformation | E-096:Sequential withdrawal/liquidity	IM-156	Expectations of other withdrawals alter the rationality of withdrawing and can destroy an otherwise viable maturity-transformation system.	structural_relation	general_mechanism	feasible-set;resource/flow	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-352	PARTICIPATION CAN RAISE THE VALUE OF FURTHER PARTICIPATION, CREATING TIPPING AND LOCK-IN	saturation_pass_survivor	E-021; E-038; E-195	exact source ids preserved in saturation file	E-021:Network externality | E-038:Platform tipping | E-195:QWERTY-type lock-in	E-021:Interdependence through adoption network | E-038:Positive feedback/network effects | E-195:Coordination + sunk adoption	IM-156, IM-003	Adoption changes the payoff landscape for later adopters, generating self-reinforcing standards/platforms.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-353	THE PARTY LEGALLY ASSIGNED A COST NEED NOT BE THE PARTY THAT ECONOMICALLY BEARS IT	saturation_pass_survivor	E-047	exact source ids preserved in saturation file	E-047:Tax incidence	E-047:Elasticities/equilibrium	IM-143	Equilibrium price adjustments move incidence across actors even while the formal rule is unchanged.	structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
IM-354	A SPECIFIC IRREVERSIBLE INVESTMENT CAN CREATE FUTURE BARGAINING VULNERABILITY AND THEREFORE UNDERINVESTMENT TODAY	saturation_pass_survivor	E-065	exact source ids preserved in saturation file	E-065:Hold-up problem	E-065:Incomplete contracting	IM-239	The later renegotiation position is created by the earlier sunk action itself.	structural_relation	sequential_time	generic	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion			EXISTING_EXPLICIT_MAPPING	E
