id	domain	source_concept	primitive	constraint_shell
P-624	Physics	Precursor-film mechanism	Moving dry/wet boundary’yi literal zero-thickness contact line yerine molecularly thin residual film ile regularize et	Partial wetting
P-625	Physics	Dewetting	Initially covering film substrate üzerinde energetically unfavorable ise holes/dry regions büyüyerek coverage geri çekilir	Partial/nonwetting film
P-626	Physics	Spinodal dewetting	Flat film linearly unstable ise explicit finite seed gerekmeksizin tiny thickness fluctuations selected wavelengths’da kendiliğinden büyür	Unstable interface potential
P-627	Physics	Nucleated dewetting	Flat film locally metastable ise small fluctuations ölür; sufficiently large hole/defect barrier geçip dewetting başlatır	Metastability
P-628	Physics	Dewetting rim	Receding film’in displaced liquid’i moving edge önünde thick ridge/rim halinde birikir	Mass conservation
P-629	Physics	Thin-film rupture	Growing thickness depression minimum thickness’i molecular/zero scale’a indirip continuous film’i ayrı regions’a böler	Film instability
P-630	Physics	Slip length	Wall’daki fluid velocity exactly zero olmak zorunda değil; extrapolated velocity profile wall altında belirli distance’da zero olur	Partial-slip boundary
P-631	Physics	Moving-contact-line singularity	Strict no-slip + sharp contact line continuum model’de divergent viscous stress/dissipation üretebilir	Classical continuum boundary conditions
P-632	Physics	Capillary leveling	Uneven film surface curvature pressure yaratır; viscous flow height variations’ı zamanla smoothlaştırır	Surface tension + viscosity
P-633	Physics	Landau–Levich–Derjaguin coating	Plate liquid bath’tan çekilirken speed, viscosity ve surface tension selected residual film thickness belirler	Withdrawal coating
P-634	Physics	Bretherton film	Long bubble/capsule narrow tube’da ilerlerken wall ile object arasında thin lubricating film bırakır	Capillary tube
P-635	Physics	Elastocapillarity	Surface tension küçük/soft solid’i deforme edebilir; “surface belongs to solid” diye geometry fixed kalmaz	Soft elastic substrate
P-636	Physics	Helfrich membrane bending	Thin membrane stretch etmekten çok curvature değiştirerek deformation taşır; bending energy preferred curvature’dan sapmayı cezalandırır	Fluid membrane
P-637	Physics	Vesicle budding	Local curvature/composition forcing membrane’in bir kısmını neck ile bağlı separate bud’a dönüştürebilir	Closed/continuous membrane
P-638	Physics	Membrane tether pulling	Localized force membrane’den long thin tube çekebilir; tube radius force, tension ve bending stiffness balance’ından çıkar	Flexible membrane
P-639	Physics	Curvature-mediated interaction	Membrane üzerindeki inclusions birbirini direct force olmadan, oluşturdukları curvature fields’in overlap’i üzerinden etkileyebilir	Elastic membrane field
P-640	Physics	Pearling instability	Long cylindrical membrane/tube smooth kalmak yerine radius modulation büyütüp beads-on-string pattern’ına geçebilir	Membrane tension/curvature
P-641	Physics	Intrinsic semiconductor	Thermal excitation az sayıda electron-hole pairs üretir; electron ve hole densities birbirine bağlıdır	Undoped semiconductor
P-642	Physics	Doping / majority–minority carriers	Tiny impurity concentration available carrier population’ını orders-of-magnitude değiştirip one carrier type’ı dominant yapabilir	Donor/acceptor states
P-643	Physics	p–n junction formation	High-electron ve high-hole materials temas edince carriers concentration gradient boyunca karşı tarafa diffuse eder	Joined doped regions
P-644	Physics	Depletion region	Diffusing electrons/holes recombine edince mobile carriers boundary’den çekilir ve immobile ionized dopants space-charge region bırakır	Junction interface
P-645	Physics	Built-in electric field	Depletion-region charge diffusion’a karşı electric field üretir; equilibrium’da drift ve diffusion birbirini balance eder	p–n junction equilibrium
P-646	Physics	Forward-bias barrier lowering	External voltage built-in barrier’ı azaltır; majority carriers junction üzerinden çok daha kolay inject olur	Correct voltage polarity
P-647	Physics	Reverse-bias depletion widening	External field built-in field’i güçlendirir; mobile-carrier-depleted region genişler ve ordinary current baskılanır	Reverse bias
P-648	Physics	Drift current	Electric field carriers’a directed average motion verir	Mobile charge + electric field
P-649	Physics	Diffusion current	Carrier-density gradient carriers’ı high-concentration region’dan low-concentration region’a taşır	Spatial concentration gradient
P-650	Physics	Generation–recombination balance	Electron-hole pairs sürekli yaratılıp yok olabilir; observed carrier density bu opposing rates’in balance’ından çıkar	Semiconductor carrier kinetics
P-651	Physics	Minority-carrier diffusion length	Injected minority carrier recombine olmadan önce average ne kadar uzağa diffüz edebilir?	Diffusion + finite lifetime
P-652	Physics	Quasi-Fermi-level splitting	Nonequilibrium’da electrons ve holes tek common equilibrium chemical potential ile tarif edilemez; ayrı effective levels taşıyabilir	Driven/illuminated semiconductor
P-653	Physics	Shockley diode mechanism	Forward bias barrier’ı azaltınca injected minority-carrier populations exponential biçimde büyüyebilir ve diode current highly nonlinear olur	Ideal junction approximations
P-654	Physics	Depletion capacitance	Reverse voltage depletion width’i değiştirir; junction stored separated charge açısından voltage-dependent capacitor gibi davranır	Reverse-biased junction
P-655	Physics	Avalanche breakdown	Reverse electric field yeterince güçlü olunca tiny carrier population self-multiplying cascade başlatabilir	High-field junction
P-656	Physics	Impact ionization	Fast carrier lattice electron’a çarpıp yeni electron-hole pair yaratır; yeni carriers de aynı şeyi yapabilir	Sufficient carrier energy
P-657	Physics	Zener breakdown	Heavily doped narrow junction’da barrier çok ince olduğunda carriers classical barrier crossing yerine quantum tunnel eder	Strong field + narrow depletion region
P-658	Physics	Punch-through	Depletion region device geometry boyunca o kadar genişler ki normally separated regions electrostatically birleşip current-control barrier’ı kaybeder	Short/thin semiconductor geometry
P-659	Physics	Space-charge-limited current	Injected carriers background carriers’dan çok olursa onların kendi electric field’i future injection/transport’u limitler	Injection-dominated material
P-660	Physics	Ambipolar diffusion	Electrons ve holes individually farklı mobility/diffusion istese de charge separation electric field yaratıp iki populations’ı coupled packet halinde taşımaya zorlar	Nearly neutral electron-hole cloud
P-661	Physics	Kinetic sieving	Sheared mixed grains arasında temporary voids açılır; small particles bu voids’a large particles’dan daha kolay düşer	Size-polydisperse granular flow
P-662	Physics	Squeeze expulsion	Small grains aşağı percolate ederken contact forces large grains’i relative olarak yukarı iter	Dense granular shear
P-663	Physics	Brazil-nut segregation	Repeated shaking/shearing sonunda large particles mixture’ın üst tarafında concentrate olabilir	Size segregation
P-664	Physics	Reverse Brazil-nut effect	Density/size/friction regime değişince large particles instead downward segregate olabilir	Competing segregation mechanisms
P-665	Physics	Granular convection segregation	Container-scale circulation grains’i taşıyarak size/density segregation’a katkı verebilir	Vibrated granular bed
P-666	Physics	Fine-particle percolation	Small particles larger-grain skeleton’ın aralarındaki accessible pore paths boyunca downward migrate eder	Geometric void network
P-667	Physics	Segregation–remixing balance	Systematic species drift ayırmaya çalışırken random collisional diffusion tekrar karıştırır; final profile ikisinin balance’ıdır	Flowing mixture
P-668	Physics	Segregation front/shock	Different species concentrations farklı transport speeds taşıyınca sharp concentration interface oluşabilir	Nonlinear segregation flux
P-669	Physics	Granular temperature	Ordinary thermodynamic temperature yerine random grain-velocity fluctuation energy’sini local agitation scale olarak taşı	Athermal granular system
P-670	Physics	Inelastic cooling	Grain collisions kinetic energy conserve etmez; external forcing yoksa random motion zamanla söner	Inelastic collisions
P-671	Physics	Stress-activated frictional contacts	Low stress’te particles lubrication/separation forces’la kayarken stress yükselince direct frictional contacts açılabilir	Dense suspension
P-672	Physics	Lubricated→frictional contact crossover	Interaction network aynı particles’la kalır ama load taşıyan contact type stress altında değişir	Suspension microstructure
P-673	Physics	Continuous shear-thickening mechanism	Applied stress arttıkça frictional-contact fraction smooth büyür ve effective viscosity giderek artar	Dense suspension
P-674	Physics	Discontinuous shear thickening	Narrow stress range’de frictional contact network rapidly percolate/grow edip viscosity’de abrupt jump üretebilir	High particle concentration
P-675	Physics	Shear jamming	Initially flowable dense particles shear altında system-spanning stress-bearing contact network kurup rigid-like state’e geçebilir	Dense frictional particles
P-676	Physics	Fragile jammed state	Jammed structure bazı load directions’ını taşıyabilir ama force direction değişince kolay collapse edebilir	Anisotropic contact network
P-677	Physics	Reynolds dilatancy	Densely packed grains shear etmek için birbirlerinin yanından geçerken extra volume açmak zorunda kalabilir	Dense granular packing
P-678	Physics	Confinement-induced shear resistance	Material dilate etmek ister ama boundary expansion’ı engellerse normal stress artıp shear resistance çok büyüyebilir	Fixed-volume/confining boundary
P-679	Physics	Contact-network percolation under stress	Isolated contacts, stress arttıkça connected load-bearing network’e dönüşebilir	Dense suspension/granular material
P-680	Physics	Constraint-rheology mechanism	Particle motion’a ek constraints/contact modes açıldıkça accessible configurations azalır, viscosity yükselir ve sonunda jamming oluşabilir	Dense particulate system
P-681	Physics	Metamaterial effective-medium design	Unit cells wavelength’den yeterince küçükse complex microstructure’u unusual effective density/modulus/index taşıyan coarse medium gibi gör	Subwavelength structure
P-682	Physics	Negative effective mass density	Applied acceleration direction’ına karşı internal resonator antiphase force’u dominant olup coarse response negative inertia gibi görünebilir	Locally resonant medium
P-683	Physics	Negative effective bulk modulus	Compression’a internal resonator volume response antiphase ve güçlü olursa effective compressibility/modulus sign değiştirebilir	Acoustic resonators
P-684	Physics	Double-negative acoustic regime	Effective density ve bulk modulus uygun frequency range’de birlikte negative hale gelerek unusual propagation/refraction açabilir	Resonant engineered medium
P-685	Physics	Subwavelength local-resonance band gap	Wavelength unit-cell spacing’den çok büyük olsa bile internal resonators belirli frequency range’de propagation’ı engelleyebilir	Local resonance
P-686	Physics	Mass-in-mass resonance	Outer load-bearing mass içine internal oscillator koy; internal relative motion effective inertia’yı frequency-dependent hale getir	Mechanical metamaterial cell
P-687	Physics	Helmholtz-resonator metamaterial	Cavity + narrow neck local acoustic oscillator gibi davranarak effective compressibility/dispersion’ı keskin değiştirir	Resonant acoustic cavity
P-688	Physics	Membrane acoustic metamaterial	Stretched membrane + attached/associated mass local resonance üzerinden effective dynamic mass response üretir	Membrane resonator
P-689	Physics	Hybridization gap	Propagating continuum mode local resonator frequency’sine yaklaşınca modes hybridize olur ve avoided-crossing-like forbidden interval açılabilir	Continuum + local oscillator
P-690	Physics	Antiresonant response	Internal components öyle opposite-phase hareket eder ki externally driven total response/transmission belirli frequency’de near-zero olur	Coupled oscillators
P-691	Physics	Resonance-induced effective-parameter sign flip	Frequency resonance’ın bir tarafından diğerine geçince coarse effective parameter positive’dan negative’e dönebilir	Dispersive resonance
P-692	Physics	Slow-sound resonance	Strong dispersion near resonance group transport’u çok yavaşlatıp energy residence time’ını büyütebilir	Resonant acoustic structure
P-693	Physics	Graded-resonance / rainbow trapping	Resonance frequency position boyunca değişsin; different frequencies farklı locations’da progressively slow/localize olsun	Spatially graded resonators
P-694	Physics	Acoustic metasurface phase discontinuity	Bulk material volume’u yerine thin patterned interface her position’da controlled phase shift uygulasın	Subwavelength surface elements
P-695	Physics	Generalized wave steering	Interface boyunca engineered phase gradient conventional refraction law’a ek transverse momentum verip beam direction’ını yeniden seçsin	Metasurface
P-696	Physics	Transformation acoustics	Coordinate deformation altında desired wave paths’i hesaplayıp equivalent anisotropic material parameters tasarla	Effective-medium wave equation
P-697	Physics	Acoustic cloaking	Wave paths’i hidden region etrafından yönlendirip dışarıdaki scattered field’i unobstructed reference’a yaklaştır	Anisotropic engineered medium
P-698	Physics	Willis coupling	Effective stress/pressure yalnız strain’e, momentum yalnız velocity’ye bağlı olmak zorunda değil; momentum–strain / stress–velocity cross-couplings ortaya çıkabilir	Dynamic heterogeneous medium
P-699	Physics	Acoustic nonreciprocity by active/time modulation	A→B transmission ile B→A transmission’ı time-varying/active medium kullanarak farklılaştır	Broken reciprocity
P-700	Physics	Resonance-controlled topological transition	Bragg-scattering topology local resonance frequency’si değiştirilerek ordinary/topological band configuration arasında geçirilebilir	Coupled Bragg + local resonance
P-701	Physics	Neutron multiplication	Bir fission birkaç neutrons üretir; bunların bir kısmı yeni fissions oluşturursa population generation-to-generation multiply olabilir	Fission chain
P-702	Physics	Effective multiplication factor $k_{\text{eff}}$	Bir neutron generation’dan sonraki generation’a surviving/produced neutron ratio’sunu single stability indicator olarak taşı	Reactor neutron balance
P-703	Physics	Subcritical chain	Her generation öncekinin altında kalır; external source olmazsa chain reaction söner	$k_{\text{eff}}<1$
P-704	Physics	Critical chain	Her generation yaklaşık kendini replace eder; average neutron population stable kalır	$k_{\text{eff}}=1$
P-705	Physics	Supercritical chain	Her generation bir öncekinden daha fazla effective neutrons bırakır; neutron population büyür	$k_{\text{eff}}>1$
P-706	Physics	Neutron moderation	Fast neutron’u repeated scattering ile yavaşlat; bazı fuels’da slow neutron fission probability’sini yükselt	Moderator material
P-707	Physics	Thermalization	Neutron repeated collisions sonrası surrounding medium’un thermal-energy scale’ına yaklaşır	Scattering medium
P-708	Physics	Resonance absorption	Neutron belirli energy bands’den geçerken non-fission absorbers/fuel isotopes tarafından strongly captured olabilir	Energy-dependent cross sections
P-709	Physics	Neutron leakage	Neutron fuel region’dan escape ederse future chain reaction’a artık katkı yapamaz	Finite reactor geometry
P-710	Physics	Neutron reflection	Escaping-direction neutron’un bir kısmını surrounding material scatter ederek active region’a geri yönlendirebilir	Reflective boundary material
P-711	Physics	Absorber-control mechanism	Neutron-absorbing material eklemek available future-fission neutrons’u azaltıp chain multiplication’ı aşağı çeker	Control absorber
P-712	Physics	Delayed-neutron production	Fission neutrons’ın küçük kısmı fission instantında değil unstable precursors decay ettikten sonra gelir	Fission-product precursors
P-713	Physics	Prompt–delayed timescale separation	Aynı multiplication process iki çok farklı clocks taşır: immediate prompt neutrons + slower delayed contribution	Reactor kinetics
P-714	Physics	Precursor reservoir	Current fission activity future neutron supply yaratacak delayed precursor population biriktirir	Delayed-neutron kinetics
P-715	Physics	Doppler reactivity feedback	Fuel temperature değişince resonance absorption spectrum broadens ve neutron economy değişir	Temperature-dependent nuclear cross sections
P-716	Physics	Moderator-density feedback	Moderator density/temperature değişince slowing-down ability ve neutron leakage/absorption balance birlikte değişebilir	Moderated reactor
P-717	Physics	Xenon-135 poisoning	Fission-product xenon güçlü neutron absorber olarak transient negative reactivity yaratabilir	Fission-product inventory
P-718	Physics	Iodine→xenon delay	Xenon inventory yalnız current fission rate’e değil precursor iodine inventory ve decay delay’ine de bağlıdır	Delayed poison production
P-719	Physics	Burnable absorber	Başlangıçta excess neutron availability’yi absorbe eden material irradiation ile zamanla tükenerek kendi negative effect’ini azaltır	Depleting absorber
P-720	Physics	Fuel-depletion feedback	Energy üretildikçe fissile inventory ve isotopic composition değişir; system dynamics kendi future multiplication parameters’ını yavaşça değiştirir	Long-timescale burnup
P-721	Physics	Bose–Einstein condensation	Sufficiently cold bosons’ın macroscopic fraction’ı aynı lowest/coherent quantum state’te toplanabilir	Bosonic statistics
P-722	Physics	Condensate fraction	Total particles’ın ne kadarı macroscopically occupied coherent state’te?	BEC
P-723	Physics	Macroscopic wavefunction	Çok sayıda particles’ın coherent component’ını single complex amplitude field ile temsil et	Weakly interacting condensate
P-724	Physics	Gross–Pitaevskii nonlinearity	Condensate wavefunction kendi density’si üzerinden local interaction potential’ını değiştirir	Weak contact interactions
P-725	Physics	Healing length	Condensate order parameter defect/boundary sonrası bulk value’ya ne kadar distance’da geri döner?	Interaction + kinetic energy balance
P-726	Physics	Quantum pressure	Density’yi çok keskin spatially değiştirmek wavefunction-gradient energy cost’u üretir	Inhomogeneous condensate
P-727	Physics	Bogoliubov excitation	Particle-like excitations interaction altında particle/hole components’in coherent mixture’ına dönüşür	Weakly interacting Bose gas
P-728	Physics	Phonon-to-particle crossover	Long wavelengths’de excitation collective sound-like; short wavelengths’de individual-particle-like olur	Bogoliubov spectrum
P-729	Physics	Landau critical velocity	Moving object/flow ancak velocity excitations yaratmayı energetically possible kılacak threshold’u aşınca dissipation channel açar	Excitation spectrum
P-730	Physics	Superfluid metastable flow	Flow state ordinary friction olmadan uzun süre persist edebilir çünkü decay için allowed excitation/topological transition gerekir	Phase coherence
P-731	Physics	Quantized circulation	Closed loop çevresindeki superfluid phase single-valued olmak zorunda olduğu için circulation arbitrary değil discrete units taşır	Coherent phase
P-732	Physics	Quantized vortex	Circulation concentrated defect core çevresinde phase tam integer turns yapar; core’da condensate density düşer	Superfluid order parameter
P-733	Physics	Vortex nucleation barrier	Rotation/flow vortex state’i favorable yapmış olsa bile vortex oluşması için finite energetic/topological barrier geçilebilir	Metastability
P-734	Physics	Vortex entry threshold	External rotation/flow belirli condition’a gelince boundary’den vortex penetration mümkün/favorable hale gelir	Finite condensate boundary
P-735	Physics	Vortex shedding	Obstacle superfluid içinde critical speed’i aşınca downstream quantized vortices repeatedly emit edilebilir	Flow around obstacle
P-736	Physics	Vortex–antivortex pair	Opposite circulation defects pair halinde oluşup separate veya annihilate olabilir	2D superfluid
P-737	Physics	Vortex lattice	Rotation altında many same-sign vortices mutual interactions nedeniyle ordered approximately triangular array oluşturabilir	Rapidly rotating condensate
P-738	Physics	Phase stiffness	Spatial phase twist energy cost taşır; coherent system phase gradients’ı arbitrary cheap oluşturamaz	Superfluid order
P-739	Physics	Phase coherence loss	Thermal/quantum fluctuations phase relations’ı long-range taşıyamaz hale getirince superfluid-like global order kaybolabilir	Dimensionality/fluctuations
P-740	Physics	Condensate collective mode	Trap/density cloud whole shape’i breathing, quadrupole vb coherent modes halinde oscillate edebilir	Interacting trapped BEC
P-741	Physics	Ferroelectric polarization switching	External electric field local polarization orientation’ını opposite stable orientation’a çevirebilir	Multistable polarization
P-742	Physics	Reverse-domain nucleation	Whole crystal aynı anda dönmez; önce küçük opposite-polarization region doğabilir	Switching barrier
P-743	Physics	Domain-wall propagation switching	Once reversed nucleus oluştuğunda total switching, boundary’nin surrounding domain içine hareket etmesiyle devam eder	Mobile interface
P-744	Physics	Coercive-field scale	Applied field belirli scale’a yaklaştığında polarization reversal macroscopically accessible hale gelir	Ferroelectric hysteresis
P-745	Physics	Merz-type switching law	Switching time field biraz arttığında linearly değil exponentially/orders-of-magnitude azalabilir	Activated domain dynamics
P-746	Physics	Subcoercive thermal creep	Zero-temperature depinning threshold’unun altında bile thermal activation wall’u çok yavaş ilerletebilir	Disorder + finite temperature
P-747	Physics	Defect pinning of domain wall	Local defects wall motion için uneven energy landscape yaratıp boundary’yi belirli locations’a bağlar	Quenched disorder
P-748	Physics	Domain-wall bowing	Wall pins arasında bütünüyle translate olamazsa flexible interface olarak eğilip drive altında protrude eder	Elastic wall + discrete pins
P-749	Physics	Domain-wall roughening	Different wall segments disorder’a farklı tepki verince initially smooth boundary multiscale rough geometry kazanır	Elastic interface disorder
P-750	Physics	Random-bond pinning	Disorder wall’ın local energy/cost’unu değiştirir ama preferred bulk polarization sign’ını doğrudan seçmez	Energy-landscape disorder
P-751	Physics	Random-field pinning	Disorder local olarak polarization/magnetization’ın hangi sign/orientation’da olmasını tercih ettiğini bias eder	Field-like disorder
P-752	Physics	Charged domain wall	Polarization normal component’i wall boyunca discontinuous ise bound charge wall üzerinde birikebilir	Electrostatic compatibility
P-753	Physics	Neutral domain wall	Domain orientations charge accumulation’ını minimize edecek geometry’de buluşabilir	Electrostatic boundary condition
P-754	Physics	Conductive domain wall	Bulk insulating olsa bile local symmetry, band structure veya defects nedeniyle thin domain boundary daha conductive olabilir	Emergent interface state
P-755	Physics	Ferroelastic switching	Domain change yalnız internal polarization değil crystal strain orientation’ını da değiştirir	Coupled lattice distortion
P-756	Physics	Strain-compatibility selection	Arbitrary domains yan yana gelemez; interface boyunca lattice distortion geometrically compatible olmalı	Elastic compatibility
P-757	Physics	Domain-wall obstacle interaction	Moving wall başka ferroelastic wall/defect/interface’e ulaşınca propagation stall, deflect veya başka switching mode’a geçebilir	Heterogeneous interfaces
P-758	Physics	Nucleation-versus-propagation control	Total switching time bazı regimes’de new domains doğma rate’iyle, bazılarında existing walls’ın travel speed’iyle sınırlanır	Competing kinetic bottlenecks
P-759	Physics	Walker breakdown	Magnetic wall drive arttıkça önce speed artar; threshold sonrası wall internal orientation precess etmeye başlayıp simple translation regime’i bozar	Magnetic-domain-wall dynamics
P-760	Physics	Current-driven wall translation	Spin-polarized/current-induced torque magnetic texture’a angular momentum verip wall’u external magnetic field olmadan hareket ettirebilir	Spin-transfer/spin-orbit torque
P-761	Physics	Reactive porous transport	Fluid pores içinde taşınırken solid surface ile reaction yapar; transport ve geometry birbirinden bağımsız kalmaz	Flow + chemical reaction
P-762	Physics	Dissolution-induced porosity increase	Solid çözündükçe pore volume büyür	Dissolving matrix
P-763	Physics	Dissolution-induced permeability increase	Pore/throat geometry genişledikçe hydraulic resistance düşüp flow capacity artabilir	Connected porous medium
P-764	Physics	Reactive-infiltration feedback	Bir path biraz daha çok flow alır → daha çok reactant gelir → daha çok çözünür → permeability daha da artar → daha çok flow alır	Dissolution + advection
P-765	Physics	Wormhole formation	Initially small permeability advantage self-amplify olup narrow high-flow dissolution channel’a dönüşür	Unstable reactive infiltration
P-766	Physics	Wormhole competition	Birkaç channels başlangıçta büyür; daha başarılı channel flow’u kendine çekip neighbors’ın reactant supply’ını azaltabilir	Shared pressure/flow field
P-767	Physics	Wormhole breakthrough	Preferential channel outlet’a ulaştığında system-wide hydraulic conductance suddenly çok büyüyebilir	Finite porous sample
P-768	Physics	Face dissolution	Reactant penetration shallow ise reaction mostly inlet-facing moving front’ta kalır	Fast reaction / low penetration
P-769	Physics	Uniform dissolution	Reactant deep penetrate ediyorsa material broadly distributed biçimde çözünür	Slow reaction / strong transport
P-770	Physics	Channeling regime	Pre-existing heterogeneous connected pore pathway preferential flow’u dominant biçimde taşıyıp dissolution pattern’ını template edebilir	Strong structural heterogeneity
P-771	Physics	Precipitation clogging	Dissolved species başka location’da precipitate olup pore throat daraltır ve permeability düşürür	Supersaturation
P-772	Physics	Flow diversion by precipitation	Bir channel clog olunca pressure-driven flow başka available paths’e reroute olur	Networked pores
P-773	Physics	Dissolution–precipitation relocation	Solid mass bir region’dan solution’a geçip başka region’da yeniden solid olabilir	Reactive solute transport
P-774	Physics	Mineral armoring	New precipitated layer reactive mineral surface’i kapatıp further dissolution’a access’i azaltabilir	Surface coating
P-775	Physics	Reactive-surface evolution	Geometric surface area fixed değildir; dissolution roughness/new pores yaratabilir veya surfaces yok olabilir	Evolving interface
P-776	Physics	Dead-pore shielding	Geometric pore var ama through-flow/reactant access zayıfsa chemically relevant surface contribution’ı çok küçük olabilir	Transport accessibility
P-777	Physics	Reaction-front migration	Reactant-depleted ve unreacted material arasındaki active reaction zone space boyunca hareket eder	Limited reactant penetration
P-778	Physics	Reaction-front retraction	Geometry/surface generation değişimi nedeniyle effective reactive front imposed flow direction’ının tersine bile hareket edebilir	Evolving porous structure
P-779	Physics	Reaction-induced density instability	Chemical reaction fluid density’yi değiştirip previously stable flow’a buoyancy-driven convection ekleyebilir	Reactive compositional density
P-780	Physics	Pore-scale→Darcy-scale closure failure	Same bulk porosity/reactivity averages different pore geometries’de different macroscopic flow/reaction gösterebilir; coarse parameters tek başına yeterli olmayabilir	Strong evolving heterogeneity
P-781	Physics	Magnetic induction equation	Conducting fluid motion magnetic field’i advect/stretch ederken resistive diffusion field gradients’i smoothlaştırır	MHD
P-782	Physics	Magnetic Reynolds number	Field transport by flow ile magnetic diffusion hangisi daha hızlı diye dimensionless ratio kur	Conducting flow
P-783	Physics	Dynamo threshold	Flow magnetic diffusion losses’ı yeterince yenmeden infinitesimal magnetic seed sustained growth göstermez	Conducting fluid
P-784	Physics	Kinematic dynamo	Magnetic field henüz zayıfken flow field’i approximately fixed say; seed field büyüyor mu test et	Negligible Lorentz backreaction
P-785	Physics	Small-scale dynamo	Turbulent stretching magnetic energy’yi flow forcing scale’ından daha küçük structures’da hızla amplify edebilir	Turbulent conductor
P-786	Physics	Large-scale dynamo	Turbulent/rotating flow forcing scale’ından çok daha büyük coherent magnetic field oluşturabilir	Broken symmetry/helicity/rotation
P-787	Physics	Alpha effect	Helical turbulence small-scale velocity/magnetic correlations üzerinden large-scale electromotive force üretir	Mean-field MHD
P-788	Physics	Omega effect	Differential rotation existing poloidal field lines’ı shear ederek strong toroidal field’e dönüştürür	Differential rotation
P-789	Physics	Alpha–Omega dynamo loop	Shear poloidal→toroidal dönüşüm yapar; helical turbulence toroidal structure’dan yeniden poloidal component üretir	Rotating turbulent conductor
P-790	Physics	Turbulent magnetic diffusion	Chaotic eddies mean magnetic gradients’i molecular resistivity’den çok daha hızlı spread/mix edebilir	Turbulent medium
P-791	Physics	Flux expulsion	Closed circulating flow magnetic field’i cell interior’dan dışarı/boundary layers’a concentrate edebilir	High magnetic Reynolds flow
P-792	Physics	Seed-field amplification	Dynamo field’i sıfırdan yaratmak zorunda değil; arbitrarily weak pre-existing seed’i exponential/rapid growth ile macroscopic hale getirebilir	Unstable magnetic mode
P-793	Physics	Lorentz-force backreaction	Magnetic field güçlendikçe current×field force onu yaratan fluid motions’ı değiştirmeye başlar	Nonlinear MHD
P-794	Physics	Dynamo saturation	Field amplification, Lorentz backreaction generation mechanism’ını losses ile balance edecek kadar değiştirdiğinde growth durur	Nonlinear feedback
P-795	Physics	Alpha quenching	Growing magnetic field turbulence/helicity correlations’ını değiştirerek effective alpha regeneration’ını azaltabilir	Mean-field dynamo
P-796	Physics	Magnetic-helicity constraint	Nearly ideal conductor’da helicity approximate conserved olduğundan large-scale helical field growth compensating small-scale helicity üretimi/transportıyla constrained olabilir	High conductivity
P-797	Physics	Inverse magnetic-helicity transfer	Magnetic-helicity content turbulent interactions üzerinden smaller scales’den larger scales’e transfer olabilir	Helical MHD turbulence
P-798	Physics	Helicity-flux relief	Accumulated small-scale helicity system’den transport/escape edebilirse large-scale dynamo quenching constraint’i hafifleyebilir	Open boundaries
P-799	Physics	Convective dynamo	Buoyancy-driven motion conducting fluid’i hareket ettirir; flow magnetic field üretir, field de convection’ı geri etkiler	Rotating conducting fluid
P-800	Physics	Magnetostrophic self-consistency	Rapidly rotating dynamo’da Coriolis, pressure/buoyancy ve Lorentz forces birlikte flow geometry’sini belirler; generated field generation mechanism’ının medium’unu geri şekillendirir	Planetary-core regime
P-801	Physics	Stimulated emission	Incoming photon excited atom’u same frequency/phase/direction-compatible extra photon üretmeye tetikleyebilir	Excited gain medium
P-802	Physics	Population inversion	Gain elde etmek için upper laser state population’ı lower state population’dan sufficiently büyük hale getir	Nonequilibrium pumping
P-803	Physics	Optical gain	Stimulated emission absorption/loss’tan baskın olduğunda propagating optical field amplitude/intensity büyür	Active medium
P-804	Physics	Cavity feedback	Amplified light mirrors arasında repeatedly dönerek same modes gain medium’den tekrar tekrar geçsin	Resonator
P-805	Physics	Laser threshold	Round-trip gain total round-trip loss’u ancak geçtiğinde tiny field fluctuations self-sustaining macroscopic oscillation’a dönüşür	Gain–loss balance
P-806	Physics	Gain clamping	Above threshold lasing field gain medium’i deplete eder; steady-state gain çoğu durumda cavity-loss threshold’una yakın pinned kalır	Saturating laser
P-807	Physics	Gain saturation	Optical intensity yükseldikçe available inversion tüketilir ve incremental amplification düşer	Finite excited population
P-808	Physics	Spatial hole burning	Standing-wave/high-intensity regions local inversion’ı daha çok tüketip gain medium içinde spatially uneven unused gain bırakır	Spatial cavity mode
P-809	Physics	Homogeneous gain competition	Modes aynı atomic population reservoir’ını güçlü biçimde paylaşırsa bir mode’un growth’u diğerinin available gain’ini azaltır	Homogeneously broadened gain
P-810	Physics	Inhomogeneous gain coexistence	Different spectral subpopulations farklı frequencies’e hizmet edebildiği için modes resource sharing’i daha az complete olabilir	Inhomogeneous broadening
P-811	Physics	Laser mode competition	Several cavity modes initially above threshold olabilir; shared saturated gain nedeniyle one/few modes others’ı suppress eder	Multimode cavity
P-812	Physics	Relaxation oscillation	Pump inversion’ı doldurur → photons hızla inversion tüketir → photon field düşer → inversion yeniden birikir; damped predator–prey-like oscillation çıkar	Gain–photon timescale separation
P-813	Physics	Active Q-switching	Cavity loss’u external control ile önce high tut; inversion accumulate olsun; sonra loss’u aniden düşürüp stored gain’i short intense pulse’a boşalt	Controlled cavity Q
P-814	Physics	Passive Q-switching	Intensity-dependent saturable absorber low intensity’de cavity’yi kapatır; field yeterince büyüyünce absorber bleaches ve pulse release olur	Nonlinear loss
P-815	Physics	Saturable absorber	Low light’ta strongly absorb, high intensity’de available absorbers saturate olduğu için loss azalır	Intensity-dependent loss
