rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
793	PARENT:R048_MORTGAGE_BURNOUT_MBPF	PARENT:R020_P848_P851_SCCRT	27.0	False	True	UNADJUDICATED		support,uncertainty	calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
794	PARENT:R048_MORTGAGE_BURNOUT_MBPF	PARENT:R024_M423_M426_BRED	27.0	False	True	UNADJUDICATED		support,uncertainty	calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
795	PARENT:R048_MORTGAGE_BURNOUT_MBPF	PARENT:R041_CONSTRAINED_POLICY_CAPL	27.0	False	True	UNADJUDICATED		support,uncertainty	calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
796	PARENT:R048_MORTGAGE_BURNOUT_MBPF	PARENT:R044_DECISION_LOSS_DLEW	27.0	False	True	UNADJUDICATED		support,uncertainty	calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
797	PARENT:R048_MORTGAGE_BURNOUT_MBPF	PARENT:R045_TARGET_MEMORY_ATRC	27.0	False	True	UNADJUDICATED		support,uncertainty	calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
798	FOUNDRY:P020	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
799	FOUNDRY:P020	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
800	FOUNDRY:P021	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,reduction,resilience,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
801	FOUNDRY:P021	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,reduction,resilience,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
802	FOUNDRY:P026	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
803	FOUNDRY:P026	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
804	FOUNDRY:P030	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
805	FOUNDRY:P030	PARENT:R041_CONSTRAINED_POLICY_CAPL	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,risk	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
806	FOUNDRY:P030	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
807	FOUNDRY:P044	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
808	FOUNDRY:P044	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
809	FOUNDRY:P045	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
810	FOUNDRY:P045	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
811	FOUNDRY:P052	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
812	FOUNDRY:P052	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
813	FOUNDRY:P056	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
814	FOUNDRY:P056	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
815	FOUNDRY:P060	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED		calibration,resilience	audit,boundary,calibration,resilience,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
816	FOUNDRY:P060	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED		calibration,resilience	audit,calibration,resilience,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
817	FOUNDRY:P062	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
818	FOUNDRY:P062	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED		calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
819	FOUNDRY:P062	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
820	FOUNDRY:P063	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
821	FOUNDRY:P065	PARENT:IM401_IM030_MFPA	26.0	False	True	UNADJUDICATED		calibration,support	boundary,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
822	FOUNDRY:P065	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED		calibration,support	calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
823	FOUNDRY:P065	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED		calibration,support	calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
824	FOUNDRY:P070	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
825	FOUNDRY:P070	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
826	FOUNDRY:P070	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
827	FOUNDRY:P071	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
828	FOUNDRY:P071	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
829	FOUNDRY:P074	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
830	FOUNDRY:P074	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
831	FOUNDRY:P074	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
832	FOUNDRY:P082	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
833	FOUNDRY:P084	LCB-K012	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
834	FOUNDRY:P087	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
835	FOUNDRY:P088	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
836	FOUNDRY:P089	LCB-K012	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
837	FOUNDRY:P091	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED		calibration,decision	allocation,calibration,decision,reduction,resilience,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
838	FOUNDRY:P091	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED		calibration,decision	allocation,calibration,decision,reduction,resilience,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
839	FOUNDRY:P092	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
840	FOUNDRY:P092	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED		calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
841	FOUNDRY:P092	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
842	FOUNDRY:P093	LCB-K081	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
843	FOUNDRY:P093	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED		calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
844	FOUNDRY:P093	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
845	FOUNDRY:P108	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
846	FOUNDRY:P108	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
847	FOUNDRY:P109	PARENT:IM139_IM250_CCVC	26.0	False	True	UNADJUDICATED	evidence	calibration,decision	audit,calibration,conservation,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
848	FOUNDRY:P109	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED	evidence	calibration,uncertainty	audit,calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
849	FOUNDRY:P109	PARENT:R023_M421_M428_CORMA	26.0	False	True	UNADJUDICATED	evidence	calibration,decision	audit,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
850	FOUNDRY:P109	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED	evidence	calibration,uncertainty	audit,calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
851	FOUNDRY:P112	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
852	FOUNDRY:P112	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
853	FOUNDRY:P140	LCB-K030	26.0	False	True	UNADJUDICATED		calibration,support	calibration,decision,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
854	FOUNDRY:P140	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED		calibration,support	calibration,decision,reduction,resilience,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
855	FOUNDRY:P140	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED		calibration,support	calibration,decision,reduction,resilience,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
856	FOUNDRY:P142	LCB-K012	26.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
857	LCB-K008	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	gate	decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
858	LCB-K015	FOUNDRY:P138	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
859	LCB-K015	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
860	LCB-K015	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
861	LCB-K015	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
862	LCB-K015	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
863	LCB-K015	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED		decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
864	LCB-K041	PARENT:IM340_IM280_CWC	26.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
865	LCB-K041	PARENT:R008_E612_E613_LGID	26.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
866	LCB-K074	FOUNDRY:P035	26.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
867	LCB-K074	FOUNDRY:P067	26.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
868	LCB-K074	FOUNDRY:P099	26.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
869	LCB-K084	FOUNDRY:P079	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
870	LCB-K084	FOUNDRY:P138	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
871	LCB-K084	PARENT:IM178_IM326_TWMR	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
872	LCB-K084	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
873	LCB-K084	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
874	LCB-K084	PARENT:R020_P848_P851_SCCRT	26.0	False	True	UNADJUDICATED		calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
875	LCB-R50-137	FOUNDRY:P137	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
876	LCB-R50-137	FOUNDRY:P138	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
877	LCB-R50-137	PARENT:IM334_IM094_DRE	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
878	LCB-R50-137	PARENT:IM340_IM280_CWC	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
879	LCB-R50-137	PARENT:IM359_IM014_AICC	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
880	LCB-R50-137	PARENT:IM406_IM037_ACRA	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
881	LCB-R50-137	PARENT:IM445_IM085_CSID	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,incentive,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
882	LCB-R50-137	PARENT:R008_E612_E613_LGID	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
883	LCB-R50-137	PARENT:R014_S781_S792_ACSA	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
884	LCB-R50-137	PARENT:R018_M866_M880_MCSC	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
885	LCB-R50-137	PARENT:R041_CONSTRAINED_POLICY_CAPL	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
886	LCB-R50-137	PARENT:R044_DECISION_LOSS_DLEW	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
887	LCB-R50-137	PARENT:R045_TARGET_MEMORY_ATRC	26.0	False	True	UNADJUDICATED	representation	calibration,uncertainty	calibration,control,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
888	PARENT:IM139_IM250_CCVC	FOUNDRY:P067	26.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
889	PARENT:IM139_IM250_CCVC	FOUNDRY:P099	26.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
890	PARENT:IM178_IM326_TWMR	FOUNDRY:P137	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
891	PARENT:IM178_IM326_TWMR	FOUNDRY:P138	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
892	PARENT:IM178_IM326_TWMR	FOUNDRY:P143	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
893	PARENT:IM178_IM326_TWMR	LCB-K003	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
894	PARENT:IM178_IM326_TWMR	LCB-K010	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
895	PARENT:IM178_IM326_TWMR	LCB-K015	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
896	PARENT:IM178_IM326_TWMR	LCB-K035	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
897	PARENT:IM178_IM326_TWMR	LCB-K048	26.0	False	True	UNADJUDICATED	representation	uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
