supplier	consumer	shared_tags	supplier_strength	consumer_gap
P121	P013	selection	feasibility-gated selection	declared score
P121	P014	selection	feasibility-gated selection	declared score
P121	P015	selection	feasibility-gated selection	declared score
P121	P016	selection	feasibility-gated selection	declared score
P121	P017	selection	feasibility-gated selection	declared score
P121	P019	selection	feasibility-gated selection	declared score
P121	P028	selection	feasibility-gated selection	declared score
P121	P034	selection	feasibility-gated selection	declared score
P121	P035	selection	feasibility-gated selection	declared score
P121	P038	selection	feasibility-gated selection	declared score
P121	P039	selection	feasibility-gated selection	declared score
P121	P061	selection	feasibility-gated selection	declared score
P121	P067	selection	feasibility-gated selection	declared score
P121	P068	selection	feasibility-gated selection	declared score
P121	P077	selection	feasibility-gated selection	declared score
P121	P100	selection	feasibility-gated selection	declared score
P121	P101	selection	feasibility-gated selection	declared score
P121	P102	selection	feasibility-gated selection	declared score
P121	P103	selection	feasibility-gated selection	declared score
P121	P104	selection	feasibility-gated selection	declared score
P121	P105	selection	feasibility-gated selection	declared score
P121	P116	selection	feasibility-gated selection	declared score
P121	P118	selection	feasibility-gated selection	declared score
P121	P120	selection	feasibility-gated selection	declared score
P121	P124	selection	feasibility-gated selection	declared score
P121	P127	selection	feasibility-gated selection	declared score
P121	P128	selection	feasibility-gated selection	declared score
P121	P129	selection	feasibility-gated selection	declared score
P121	P130	selection	feasibility-gated selection	declared score
P121	P132	selection	feasibility-gated selection	declared score
P121	P133	selection	feasibility-gated selection	declared score
P121	P134	selection	feasibility-gated selection	declared score
P121	P139	selection	feasibility-gated selection	declared score
P122	P022	audit	protected comparison	holdout may not represent deployment
P122	P027	audit	protected comparison	certificate failure is not universal impossibility
P122	P040	audit	protected comparison	requires a representative protected shell
P122	P042	audit	protected comparison	declared loss may omit real consequences
P122	P047	audit	protected comparison	current exposure does not cover every future path
P122	P048	audit	protected comparison	requires a representative protected shell
P122	P051	audit	protected comparison	holdout may not represent deployment
P122	P053	audit	protected comparison	declared loss may omit real consequences
P122	P055	audit	protected comparison	holdout may not represent deployment
P122	P064	audit	protected comparison	protected shell choice
P122	P069	audit	protected comparison	holdout may not represent deployment
P122	P072	audit	protected comparison	holdout may not represent deployment
P122	P078	audit	protected comparison	protected shell choice
P122	P081	audit	protected comparison	requires a representative protected shell
P122	P086	audit	protected comparison	protected shell choice
P122	P094	audit	protected comparison	protected shell choice
P122	P095	audit	protected comparison	requires a representative protected shell
P122	P097	audit	protected comparison	protected shell choice
P122	P098	audit	protected comparison	protected shell choice
P122	P106	audit	protected comparison	holdout may not represent deployment
P122	P107	audit	protected comparison	declared loss may omit real consequences
P122	P113	audit	protected comparison	declared loss may omit real consequences
P122	P123	audit	protected comparison	protected shell choice
P122	P125	audit	protected comparison	protected shell choice
P122	P126	audit	protected comparison	protected shell choice
P122	P131	audit	protected comparison	protected shell choice
P122	P137	audit	protected comparison	holdout may not represent deployment
P122	P140	audit	protected comparison	requires a representative protected shell
P122	P142	audit	protected comparison	requires a representative protected shell
P122	P145	audit	protected comparison	holdout may not represent deployment
P123	P022	audit	protected comparison	holdout may not represent deployment
P123	P027	audit	protected comparison	certificate failure is not universal impossibility
P123	P040	audit	protected comparison	requires a representative protected shell
P123	P042	audit	protected comparison	declared loss may omit real consequences
P123	P047	audit	protected comparison	current exposure does not cover every future path
P123	P048	audit	protected comparison	requires a representative protected shell
P123	P051	audit	protected comparison	holdout may not represent deployment
P123	P053	audit	protected comparison	declared loss may omit real consequences
P123	P055	audit	protected comparison	holdout may not represent deployment
P123	P064	audit	protected comparison	protected shell choice
P123	P069	audit	protected comparison	holdout may not represent deployment
P123	P072	audit	protected comparison	holdout may not represent deployment
P123	P078	audit	protected comparison	protected shell choice
P123	P081	audit	protected comparison	requires a representative protected shell
P123	P086	audit	protected comparison	protected shell choice
P123	P094	audit	protected comparison	protected shell choice
P123	P095	audit	protected comparison	requires a representative protected shell
P123	P097	audit	protected comparison	protected shell choice
P123	P098	audit	protected comparison	protected shell choice
P123	P106	audit	protected comparison	holdout may not represent deployment
P123	P107	audit	protected comparison	declared loss may omit real consequences
P123	P113	audit	protected comparison	declared loss may omit real consequences
P123	P122	audit	protected comparison	protected shell choice
P123	P125	audit	protected comparison	protected shell choice
P123	P126	audit	protected comparison	protected shell choice
P123	P131	audit	protected comparison	protected shell choice
P123	P137	audit	protected comparison	holdout may not represent deployment
P123	P140	audit	protected comparison	requires a representative protected shell
P123	P142	audit	protected comparison	requires a representative protected shell
P123	P145	audit	protected comparison	holdout may not represent deployment
P124	P001	selection	feasibility-gated selection	declared score
P124	P002	selection	feasibility-gated selection	declared score
P124	P003	selection	feasibility-gated selection	declared score
P124	P004	selection	feasibility-gated selection	declared score
P124	P005	selection	feasibility-gated selection	declared score
P124	P006	selection	feasibility-gated selection	declared score
P124	P007	selection	feasibility-gated selection	declared score
P124	P008	selection	feasibility-gated selection	declared score
P124	P012	selection	feasibility-gated selection	declared score
P124	P013	selection	feasibility-gated selection	declared score
P124	P014	selection	feasibility-gated selection	declared score
P124	P015	selection	feasibility-gated selection	declared score
P124	P016	selection	feasibility-gated selection	declared score
P124	P017	selection	feasibility-gated selection	declared score
P124	P019	selection	feasibility-gated selection	declared score
P124	P028	selection	feasibility-gated selection	declared score
P124	P034	selection	feasibility-gated selection	declared score
P124	P035	selection	feasibility-gated selection	declared score
P124	P038	selection	feasibility-gated selection	declared score
P124	P039	selection	feasibility-gated selection	declared score
P124	P061	selection	feasibility-gated selection	declared score
P124	P067	selection	feasibility-gated selection	declared score
P124	P068	selection	feasibility-gated selection	declared score
P124	P077	selection	feasibility-gated selection	declared score
P124	P100	selection	feasibility-gated selection	declared score
P124	P101	selection	feasibility-gated selection	declared score
P124	P102	selection	feasibility-gated selection	declared score
P124	P103	selection	feasibility-gated selection	declared score
P124	P104	selection	feasibility-gated selection	declared score
P124	P105	selection	feasibility-gated selection	declared score
P124	P116	selection	feasibility-gated selection	declared score
P124	P118	selection	feasibility-gated selection	declared score
P124	P120	selection	feasibility-gated selection	declared score
P124	P121	selection	feasibility-gated selection	declared score
P124	P127	selection	feasibility-gated selection	declared score
P124	P128	selection	feasibility-gated selection	declared score
P124	P129	selection	feasibility-gated selection	declared score
P124	P130	selection	feasibility-gated selection	declared score
P124	P132	selection	feasibility-gated selection	declared score
P124	P133	selection	feasibility-gated selection	declared score
P124	P134	selection	feasibility-gated selection	declared score
P124	P139	selection	feasibility-gated selection	declared score
P125	P022	audit	protected comparison	holdout may not represent deployment
P125	P027	audit	protected comparison	certificate failure is not universal impossibility
P125	P040	audit	protected comparison	requires a representative protected shell
P125	P042	audit	protected comparison	declared loss may omit real consequences
P125	P047	audit	protected comparison	current exposure does not cover every future path
P125	P048	audit	protected comparison	requires a representative protected shell
P125	P051	audit	protected comparison	holdout may not represent deployment
P125	P053	audit	protected comparison	declared loss may omit real consequences
P125	P055	audit	protected comparison	holdout may not represent deployment
P125	P064	audit	protected comparison	protected shell choice
P125	P069	audit	protected comparison	holdout may not represent deployment
P125	P072	audit	protected comparison	holdout may not represent deployment
P125	P078	audit	protected comparison	protected shell choice
P125	P081	audit	protected comparison	requires a representative protected shell
P125	P086	audit	protected comparison	protected shell choice
P125	P094	audit	protected comparison	protected shell choice
P125	P095	audit	protected comparison	requires a representative protected shell
P125	P097	audit	protected comparison	protected shell choice
P125	P098	audit	protected comparison	protected shell choice
P125	P106	audit	protected comparison	holdout may not represent deployment
P125	P107	audit	protected comparison	declared loss may omit real consequences
P125	P113	audit	protected comparison	declared loss may omit real consequences
P125	P122	audit	protected comparison	protected shell choice
P125	P123	audit	protected comparison	protected shell choice
P125	P126	audit	protected comparison	protected shell choice
P125	P131	audit	protected comparison	protected shell choice
P125	P137	audit	protected comparison	holdout may not represent deployment
P125	P140	audit	protected comparison	requires a representative protected shell
P125	P142	audit	protected comparison	requires a representative protected shell
P125	P145	audit	protected comparison	holdout may not represent deployment
P126	P022	audit	protected comparison	holdout may not represent deployment
P126	P027	audit	protected comparison	certificate failure is not universal impossibility
P126	P040	audit	protected comparison	requires a representative protected shell
P126	P042	audit	protected comparison	declared loss may omit real consequences
P126	P047	audit	protected comparison	current exposure does not cover every future path
P126	P048	audit	protected comparison	requires a representative protected shell
P126	P051	audit	protected comparison	holdout may not represent deployment
P126	P053	audit	protected comparison	declared loss may omit real consequences
P126	P055	audit	protected comparison	holdout may not represent deployment
P126	P064	audit	protected comparison	protected shell choice
P126	P069	audit	protected comparison	holdout may not represent deployment
P126	P072	audit	protected comparison	holdout may not represent deployment
P126	P078	audit	protected comparison	protected shell choice
P126	P081	audit	protected comparison	requires a representative protected shell
P126	P086	audit	protected comparison	protected shell choice
P126	P094	audit	protected comparison	protected shell choice
P126	P095	audit	protected comparison	requires a representative protected shell
P126	P097	audit	protected comparison	protected shell choice
P126	P098	audit	protected comparison	protected shell choice
P126	P106	audit	protected comparison	holdout may not represent deployment
P126	P107	audit	protected comparison	declared loss may omit real consequences
P126	P113	audit	protected comparison	declared loss may omit real consequences
P126	P122	audit	protected comparison	protected shell choice
P126	P123	audit	protected comparison	protected shell choice
P126	P125	audit	protected comparison	protected shell choice
P126	P131	audit	protected comparison	protected shell choice
P126	P137	audit	protected comparison	holdout may not represent deployment
P126	P140	audit	protected comparison	requires a representative protected shell
P126	P142	audit	protected comparison	requires a representative protected shell
P126	P145	audit	protected comparison	holdout may not represent deployment
P127	P001	selection	feasibility-gated selection	declared score
P127	P002	selection	feasibility-gated selection	declared score
P127	P003	selection	feasibility-gated selection	declared score
P127	P004	selection	feasibility-gated selection	declared score
P127	P005	selection	feasibility-gated selection	declared score
P127	P006	selection	feasibility-gated selection	declared score
P127	P007	selection	feasibility-gated selection	declared score
P127	P008	selection	feasibility-gated selection	declared score
P127	P012	selection	feasibility-gated selection	declared score
P127	P013	selection	feasibility-gated selection	declared score
P127	P014	selection	feasibility-gated selection	declared score
P127	P015	selection	feasibility-gated selection	declared score
P127	P016	selection	feasibility-gated selection	declared score
P127	P017	selection	feasibility-gated selection	declared score
P127	P019	selection	feasibility-gated selection	declared score
P127	P028	selection	feasibility-gated selection	declared score
P127	P034	selection	feasibility-gated selection	declared score
P127	P035	selection	feasibility-gated selection	declared score
P127	P038	selection	feasibility-gated selection	declared score
P127	P039	selection	feasibility-gated selection	declared score
P127	P061	selection	feasibility-gated selection	declared score
P127	P067	selection	feasibility-gated selection	declared score
P127	P068	selection	feasibility-gated selection	declared score
P127	P077	selection	feasibility-gated selection	declared score
P127	P100	selection	feasibility-gated selection	declared score
P127	P101	selection	feasibility-gated selection	declared score
P127	P102	selection	feasibility-gated selection	declared score
P127	P103	selection	feasibility-gated selection	declared score
P127	P104	selection	feasibility-gated selection	declared score
P127	P105	selection	feasibility-gated selection	declared score
P127	P116	selection	feasibility-gated selection	declared score
P127	P118	selection	feasibility-gated selection	declared score
P127	P120	selection	feasibility-gated selection	declared score
P127	P121	selection	feasibility-gated selection	declared score
P127	P124	selection	feasibility-gated selection	declared score
P127	P128	selection	feasibility-gated selection	declared score
P127	P129	selection	feasibility-gated selection	declared score
P127	P130	selection	feasibility-gated selection	declared score
P127	P132	selection	feasibility-gated selection	declared score
P127	P133	selection	feasibility-gated selection	declared score
P127	P134	selection	feasibility-gated selection	declared score
P127	P139	selection	feasibility-gated selection	declared score
P128	P001	selection	feasibility-gated selection	declared score
P128	P002	selection	feasibility-gated selection	declared score
P128	P003	selection	feasibility-gated selection	declared score
P128	P004	selection	feasibility-gated selection	declared score
P128	P005	selection	feasibility-gated selection	declared score
P128	P006	selection	feasibility-gated selection	declared score
P128	P007	selection	feasibility-gated selection	declared score
P128	P008	selection	feasibility-gated selection	declared score
P128	P012	selection	feasibility-gated selection	declared score
P128	P013	selection	feasibility-gated selection	declared score
P128	P014	selection	feasibility-gated selection	declared score
P128	P015	selection	feasibility-gated selection	declared score
P128	P016	selection	feasibility-gated selection	declared score
P128	P017	selection	feasibility-gated selection	declared score
P128	P019	selection	feasibility-gated selection	declared score
P128	P028	selection	feasibility-gated selection	declared score
P128	P034	selection	feasibility-gated selection	declared score
P128	P035	selection	feasibility-gated selection	declared score
P128	P038	selection	feasibility-gated selection	declared score
P128	P039	selection	feasibility-gated selection	declared score
P128	P061	selection	feasibility-gated selection	declared score
P128	P067	selection	feasibility-gated selection	declared score
P128	P068	selection	feasibility-gated selection	declared score
P128	P077	selection	feasibility-gated selection	declared score
P128	P100	selection	feasibility-gated selection	declared score
P128	P101	selection	feasibility-gated selection	declared score
P128	P102	selection	feasibility-gated selection	declared score
P128	P103	selection	feasibility-gated selection	declared score
P128	P104	selection	feasibility-gated selection	declared score
P128	P105	selection	feasibility-gated selection	declared score
P128	P116	selection	feasibility-gated selection	declared score
P128	P118	selection	feasibility-gated selection	declared score
P128	P120	selection	feasibility-gated selection	declared score
P128	P121	selection	feasibility-gated selection	declared score
P128	P124	selection	feasibility-gated selection	declared score
P128	P127	selection	feasibility-gated selection	declared score
P128	P129	selection	feasibility-gated selection	declared score
P128	P130	selection	feasibility-gated selection	declared score
P128	P132	selection	feasibility-gated selection	declared score
P128	P133	selection	feasibility-gated selection	declared score
P128	P134	selection	feasibility-gated selection	declared score
P128	P139	selection	feasibility-gated selection	declared score
P129	P001	selection	feasibility-gated selection	declared score
P129	P002	selection	feasibility-gated selection	declared score
P129	P003	selection	feasibility-gated selection	declared score
P129	P004	selection	feasibility-gated selection	declared score
P129	P005	selection	feasibility-gated selection	declared score
P129	P006	selection	feasibility-gated selection	declared score
P129	P007	selection	feasibility-gated selection	declared score
P129	P008	selection	feasibility-gated selection	declared score
P129	P012	selection	feasibility-gated selection	declared score
P129	P013	selection	feasibility-gated selection	declared score
P129	P014	selection	feasibility-gated selection	declared score
P129	P015	selection	feasibility-gated selection	declared score
P129	P016	selection	feasibility-gated selection	declared score
P129	P017	selection	feasibility-gated selection	declared score
P129	P019	selection	feasibility-gated selection	declared score
P129	P028	selection	feasibility-gated selection	declared score
P129	P034	selection	feasibility-gated selection	declared score
P129	P035	selection	feasibility-gated selection	declared score
P129	P038	selection	feasibility-gated selection	declared score
P129	P039	selection	feasibility-gated selection	declared score
P129	P061	selection	feasibility-gated selection	declared score
P129	P067	selection	feasibility-gated selection	declared score
P129	P068	selection	feasibility-gated selection	declared score
P129	P077	selection	feasibility-gated selection	declared score
P129	P100	selection	feasibility-gated selection	declared score
P129	P101	selection	feasibility-gated selection	declared score
P129	P102	selection	feasibility-gated selection	declared score
P129	P103	selection	feasibility-gated selection	declared score
P129	P104	selection	feasibility-gated selection	declared score
P129	P105	selection	feasibility-gated selection	declared score
P129	P116	selection	feasibility-gated selection	declared score
P129	P118	selection	feasibility-gated selection	declared score
P129	P120	selection	feasibility-gated selection	declared score
P129	P121	selection	feasibility-gated selection	declared score
P129	P124	selection	feasibility-gated selection	declared score
P129	P127	selection	feasibility-gated selection	declared score
P129	P128	selection	feasibility-gated selection	declared score
P129	P130	selection	feasibility-gated selection	declared score
P129	P132	selection	feasibility-gated selection	declared score
P129	P133	selection	feasibility-gated selection	declared score
P129	P134	selection	feasibility-gated selection	declared score
P129	P139	selection	feasibility-gated selection	declared score
P130	P001	selection	feasibility-gated selection	declared score
P130	P002	selection	feasibility-gated selection	declared score
P130	P003	selection	feasibility-gated selection	declared score
P130	P004	selection	feasibility-gated selection	declared score
P130	P005	selection	feasibility-gated selection	declared score
P130	P006	selection	feasibility-gated selection	declared score
P130	P007	selection	feasibility-gated selection	declared score
P130	P008	selection	feasibility-gated selection	declared score
P130	P012	selection	feasibility-gated selection	declared score
P130	P013	selection	feasibility-gated selection	declared score
P130	P014	selection	feasibility-gated selection	declared score
P130	P015	selection	feasibility-gated selection	declared score
P130	P016	selection	feasibility-gated selection	declared score
P130	P017	selection	feasibility-gated selection	declared score
P130	P019	selection	feasibility-gated selection	declared score
P130	P028	selection	feasibility-gated selection	declared score
P130	P034	selection	feasibility-gated selection	declared score
P130	P035	selection	feasibility-gated selection	declared score
P130	P038	selection	feasibility-gated selection	declared score
P130	P039	selection	feasibility-gated selection	declared score
P130	P061	selection	feasibility-gated selection	declared score
P130	P067	selection	feasibility-gated selection	declared score
P130	P068	selection	feasibility-gated selection	declared score
P130	P077	selection	feasibility-gated selection	declared score
P130	P100	selection	feasibility-gated selection	declared score
P130	P101	selection	feasibility-gated selection	declared score
P130	P102	selection	feasibility-gated selection	declared score
P130	P103	selection	feasibility-gated selection	declared score
P130	P104	selection	feasibility-gated selection	declared score
P130	P105	selection	feasibility-gated selection	declared score
P130	P116	selection	feasibility-gated selection	declared score
P130	P118	selection	feasibility-gated selection	declared score
P130	P120	selection	feasibility-gated selection	declared score
P130	P121	selection	feasibility-gated selection	declared score
P130	P124	selection	feasibility-gated selection	declared score
P130	P127	selection	feasibility-gated selection	declared score
P130	P128	selection	feasibility-gated selection	declared score
P130	P129	selection	feasibility-gated selection	declared score
P130	P132	selection	feasibility-gated selection	declared score
P130	P133	selection	feasibility-gated selection	declared score
P130	P134	selection	feasibility-gated selection	declared score
P130	P139	selection	feasibility-gated selection	declared score
P131	P022	audit	protected comparison	holdout may not represent deployment
P131	P027	audit	protected comparison	certificate failure is not universal impossibility
P131	P040	audit	protected comparison	requires a representative protected shell
P131	P042	audit	protected comparison	declared loss may omit real consequences
P131	P047	audit	protected comparison	current exposure does not cover every future path
P131	P048	audit	protected comparison	requires a representative protected shell
P131	P051	audit	protected comparison	holdout may not represent deployment
P131	P053	audit	protected comparison	declared loss may omit real consequences
P131	P055	audit	protected comparison	holdout may not represent deployment
P131	P064	audit	protected comparison	protected shell choice
P131	P069	audit	protected comparison	holdout may not represent deployment
P131	P072	audit	protected comparison	holdout may not represent deployment
P131	P078	audit	protected comparison	protected shell choice
P131	P081	audit	protected comparison	requires a representative protected shell
P131	P086	audit	protected comparison	protected shell choice
P131	P094	audit	protected comparison	protected shell choice
P131	P095	audit	protected comparison	requires a representative protected shell
P131	P097	audit	protected comparison	protected shell choice
P131	P098	audit	protected comparison	protected shell choice
P131	P106	audit	protected comparison	holdout may not represent deployment
P131	P107	audit	protected comparison	declared loss may omit real consequences
P131	P113	audit	protected comparison	declared loss may omit real consequences
P131	P122	audit	protected comparison	protected shell choice
P131	P123	audit	protected comparison	protected shell choice
P131	P125	audit	protected comparison	protected shell choice
P131	P126	audit	protected comparison	protected shell choice
P131	P137	audit	protected comparison	holdout may not represent deployment
P131	P140	audit	protected comparison	requires a representative protected shell
P131	P142	audit	protected comparison	requires a representative protected shell
P131	P145	audit	protected comparison	holdout may not represent deployment
P132	P001	selection	feasibility-gated selection	declared score
P132	P002	selection	feasibility-gated selection	declared score
P132	P003	selection	feasibility-gated selection	declared score
P132	P004	selection	feasibility-gated selection	declared score
P132	P005	selection	feasibility-gated selection	declared score
P132	P006	selection	feasibility-gated selection	declared score
P132	P007	selection	feasibility-gated selection	declared score
P132	P008	selection	feasibility-gated selection	declared score
P132	P012	selection	feasibility-gated selection	declared score
P132	P013	selection	feasibility-gated selection	declared score
P132	P014	selection	feasibility-gated selection	declared score
P132	P015	selection	feasibility-gated selection	declared score
P132	P016	selection	feasibility-gated selection	declared score
P132	P017	selection	feasibility-gated selection	declared score
P132	P019	selection	feasibility-gated selection	declared score
P132	P028	selection	feasibility-gated selection	declared score
P132	P034	selection	feasibility-gated selection	declared score
P132	P035	selection	feasibility-gated selection	declared score
P132	P038	selection	feasibility-gated selection	declared score
P132	P039	selection	feasibility-gated selection	declared score
P132	P061	selection	feasibility-gated selection	declared score
P132	P067	selection	feasibility-gated selection	declared score
P132	P068	selection	feasibility-gated selection	declared score
P132	P077	selection	feasibility-gated selection	declared score
P132	P100	selection	feasibility-gated selection	declared score
P132	P101	selection	feasibility-gated selection	declared score
P132	P102	selection	feasibility-gated selection	declared score
P132	P103	selection	feasibility-gated selection	declared score
P132	P104	selection	feasibility-gated selection	declared score
P132	P105	selection	feasibility-gated selection	declared score
P132	P116	selection	feasibility-gated selection	declared score
P132	P118	selection	feasibility-gated selection	declared score
P132	P120	selection	feasibility-gated selection	declared score
P132	P121	selection	feasibility-gated selection	declared score
P132	P124	selection	feasibility-gated selection	declared score
P132	P127	selection	feasibility-gated selection	declared score
P132	P128	selection	feasibility-gated selection	declared score
P132	P129	selection	feasibility-gated selection	declared score
P132	P130	selection	feasibility-gated selection	declared score
P132	P133	selection	feasibility-gated selection	declared score
P132	P134	selection	feasibility-gated selection	declared score
P132	P139	selection	feasibility-gated selection	declared score
P133	P001	selection	feasibility-gated selection	declared score
P133	P002	selection	feasibility-gated selection	declared score
P133	P003	selection	feasibility-gated selection	declared score
P133	P004	selection	feasibility-gated selection	declared score
P133	P005	selection	feasibility-gated selection	declared score
P133	P006	selection	feasibility-gated selection	declared score
P133	P007	selection	feasibility-gated selection	declared score
P133	P008	selection	feasibility-gated selection	declared score
P133	P012	selection	feasibility-gated selection	declared score
P133	P013	selection	feasibility-gated selection	declared score
P133	P014	selection	feasibility-gated selection	declared score
P133	P015	selection	feasibility-gated selection	declared score
P133	P016	selection	feasibility-gated selection	declared score
P133	P017	selection	feasibility-gated selection	declared score
P133	P019	selection	feasibility-gated selection	declared score
P133	P028	selection	feasibility-gated selection	declared score
P133	P034	selection	feasibility-gated selection	declared score
P133	P035	selection	feasibility-gated selection	declared score
P133	P038	selection	feasibility-gated selection	declared score
P133	P039	selection	feasibility-gated selection	declared score
P133	P061	selection	feasibility-gated selection	declared score
P133	P067	selection	feasibility-gated selection	declared score
P133	P068	selection	feasibility-gated selection	declared score
P133	P077	selection	feasibility-gated selection	declared score
P133	P100	selection	feasibility-gated selection	declared score
P133	P101	selection	feasibility-gated selection	declared score
P133	P102	selection	feasibility-gated selection	declared score
P133	P103	selection	feasibility-gated selection	declared score
P133	P104	selection	feasibility-gated selection	declared score
P133	P105	selection	feasibility-gated selection	declared score
P133	P116	selection	feasibility-gated selection	declared score
P133	P118	selection	feasibility-gated selection	declared score
P133	P120	selection	feasibility-gated selection	declared score
P133	P121	selection	feasibility-gated selection	declared score
P133	P124	selection	feasibility-gated selection	declared score
P133	P127	selection	feasibility-gated selection	declared score
P133	P128	selection	feasibility-gated selection	declared score
P133	P129	selection	feasibility-gated selection	declared score
P133	P130	selection	feasibility-gated selection	declared score
P133	P132	selection	feasibility-gated selection	declared score
P133	P134	selection	feasibility-gated selection	declared score
P133	P139	selection	feasibility-gated selection	declared score
P134	P001	selection	feasibility-gated selection	declared score
P134	P002	selection	feasibility-gated selection	declared score
P134	P003	selection	feasibility-gated selection	declared score
P134	P004	selection	feasibility-gated selection	declared score
P134	P005	selection	feasibility-gated selection	declared score
P134	P006	selection	feasibility-gated selection	declared score
P134	P007	selection	feasibility-gated selection	declared score
P134	P008	selection	feasibility-gated selection	declared score
P134	P012	selection	feasibility-gated selection	declared score
P134	P013	selection	feasibility-gated selection	declared score
P134	P014	selection	feasibility-gated selection	declared score
P134	P015	selection	feasibility-gated selection	declared score
P134	P016	selection	feasibility-gated selection	declared score
P134	P017	selection	feasibility-gated selection	declared score
P134	P019	selection	feasibility-gated selection	declared score
P134	P028	selection	feasibility-gated selection	declared score
P134	P034	selection	feasibility-gated selection	declared score
P134	P035	selection	feasibility-gated selection	declared score
P134	P038	selection	feasibility-gated selection	declared score
P134	P039	selection	feasibility-gated selection	declared score
P134	P061	selection	feasibility-gated selection	declared score
P134	P067	selection	feasibility-gated selection	declared score
P134	P068	selection	feasibility-gated selection	declared score
P134	P077	selection	feasibility-gated selection	declared score
P134	P100	selection	feasibility-gated selection	declared score
P134	P101	selection	feasibility-gated selection	declared score
P134	P102	selection	feasibility-gated selection	declared score
P134	P103	selection	feasibility-gated selection	declared score
P134	P104	selection	feasibility-gated selection	declared score
P134	P105	selection	feasibility-gated selection	declared score
P134	P116	selection	feasibility-gated selection	declared score
P134	P118	selection	feasibility-gated selection	declared score
P134	P120	selection	feasibility-gated selection	declared score
P134	P121	selection	feasibility-gated selection	declared score
P134	P124	selection	feasibility-gated selection	declared score
P134	P127	selection	feasibility-gated selection	declared score
P134	P128	selection	feasibility-gated selection	declared score
P134	P129	selection	feasibility-gated selection	declared score
P134	P130	selection	feasibility-gated selection	declared score
P134	P132	selection	feasibility-gated selection	declared score
P134	P133	selection	feasibility-gated selection	declared score
P134	P139	selection	feasibility-gated selection	declared score
P135	P027	certificate	explicit certificate scope	certificate failure is not universal impossibility
P135	P037	certificate	explicit certificate scope	certificate must not transfer outside its shell
P135	P054	certificate	explicit certificate scope	certificate must not transfer outside its shell
P135	P073	certificate	explicit certificate scope	certificate must not transfer outside its shell
P135	P143	certificate	explicit certificate scope	certificate failure is not universal impossibility
P136	P009	acquisition	cost-aware measurement choice	channel model may be misspecified
P136	P021	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P054	acquisition	cost-aware measurement choice	certificate must not transfer outside its shell
P136	P057	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P070	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P074	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P079	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P083	acquisition	cost-aware measurement choice	channel model may be misspecified
P136	P096	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P109	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P111	acquisition	cost-aware measurement choice	channel model may be misspecified
P136	P138	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P136	P144	acquisition	cost-aware measurement choice	channel model may be misspecified
P137	P010	holdout	protected-selection comparison	holdout may not represent deployment
P137	P022	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P027	audit	protected-selection comparison	certificate failure is not universal impossibility
P137	P040	audit	protected-selection comparison	requires a representative protected shell
P137	P042	audit	protected-selection comparison	declared loss may omit real consequences
P137	P047	audit	protected-selection comparison	current exposure does not cover every future path
P137	P048	audit	protected-selection comparison	requires a representative protected shell
P137	P051	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P053	audit	protected-selection comparison	declared loss may omit real consequences
P137	P055	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P064	audit	protected-selection comparison	protected shell choice
P137	P069	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P072	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P078	audit	protected-selection comparison	protected shell choice
P137	P081	audit	protected-selection comparison	requires a representative protected shell
P137	P086	audit	protected-selection comparison	protected shell choice
P137	P094	audit	protected-selection comparison	protected shell choice
P137	P095	audit	protected-selection comparison	requires a representative protected shell
P137	P097	audit	protected-selection comparison	protected shell choice
P137	P098	audit	protected-selection comparison	protected shell choice
P137	P106	audit,holdout	protected-selection comparison	holdout may not represent deployment
P137	P107	audit	protected-selection comparison	declared loss may omit real consequences
P137	P113	audit	protected-selection comparison	declared loss may omit real consequences
P137	P122	audit	protected-selection comparison	protected shell choice
P137	P123	audit	protected-selection comparison	protected shell choice
P137	P125	audit	protected-selection comparison	protected shell choice
P137	P126	audit	protected-selection comparison	protected shell choice
P137	P131	audit	protected-selection comparison	protected shell choice
P137	P140	audit	protected-selection comparison	requires a representative protected shell
P137	P142	audit	protected-selection comparison	requires a representative protected shell
P137	P145	audit,holdout	protected-selection comparison	holdout may not represent deployment
P138	P009	acquisition	cost-aware measurement choice	channel model may be misspecified
P138	P021	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P054	acquisition	cost-aware measurement choice	certificate must not transfer outside its shell
P138	P057	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P070	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P074	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P079	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P138	P083	acquisition	cost-aware measurement choice	channel model may be misspecified
